Unnamed: 0,Country,Country Code,Source NC#,Year,Policy Name,Policy Description,Link,Year: implementation,Year: decision,Year: end,Indicator database source
402,Germany,DEU,NC1,1991.0,Act on the Sale of Electricity to the Grid,"The Act on the Sale of Electricity to the Grid took effect on 1 January, 1991. In it, the Federal Government sets forth minimum payment levels for electricity generated from renewable energies, thus considerably enhancing the framework for renewable energies. An amendment of this act, which was passed in mid-1994, explicitly extends the act to cover electricity generated from organic residue and waste produced in commercial use and processing of wood (limited to plants of up to 5 MW)",,,,,UNFCCC National Communications
473,Germany,DEU,NC7,2005.0,Eu ETS,,,,,,UNFCCC National Communications
491,Germany,DEU,NC7,2000.0,"Renewable Energy Sources Act (Gesetz für den Ausbau Erneuerbarer Energien –
EEG)","Minimum payments for electricity from renewables. Further mendments of this law happened in 2004, 2008 (latest in 2016)",,,,,UNFCCC National Communications
491,Germany,DEU,NC7,2000.0,"Renewable Energy Sources Act (Gesetz für den Ausbau Erneuerbarer Energien –
EEG)","Minimum payments for electricity from renewables. Further mendments of this law happened in 2004, 2008 (latest in 2016)",,,,,UNFCCC National Communications
491,Germany,DEU,NC7,2000.0,"Renewable Energy Sources Act (Gesetz für den Ausbau Erneuerbarer Energien –
EEG)","Minimum payments for electricity from renewables. Further mendments of this law happened in 2004, 2008 (latest in 2016)",,,,,UNFCCC National Communications
492,Germany,DEU,NC7,2004.0,"Renewable Energy Sources Act (Gesetz für den Ausbau Erneuerbarer Energien –
EEG)",,,,,,UNFCCC National Communications
492,Germany,DEU,NC7,2004.0,"Renewable Energy Sources Act (Gesetz für den Ausbau Erneuerbarer Energien –
EEG)",,,,,,UNFCCC National Communications
493,Germany,DEU,NC7,2008.0,"Renewable Energy Sources Act (Gesetz für den Ausbau Erneuerbarer Energien –
EEG)","[FROM NC5: An Act for acceleration of expansion of the extra-high voltage grid (""Gesetz zur Beschleunigung des Ausbaus der Höchstspannungsnetze"") was approved by the Bundestag and the Bundesrat, in May and June 2009]",,,,,UNFCCC National Communications
495,Germany,DEU,NC7,2002.0,Promotion of CHP systems (Kraft-Wärme-Kopplungsgesetz – KWKG),"Payment for chP electricity generation
a) large plants
b) micro chP systems; happened through CHP Act and CHP Agreement
FROM NC6:
The 2002 CHP Act was intended to help achieve the federal government’s climate protection objectives by safeguarding and promoting the modernization of existing CHP plants subject to a time limit, expanding electricity production in small CHP systems, and launching fuel cells on the market. Amendments of this law occurred in 2008, 2011, 2012, 2015 and 2016",,,,,UNFCCC National Communications
495,Germany,DEU,NC7,2002.0,Promotion of CHP systems (Kraft-Wärme-Kopplungsgesetz – KWKG),"Payment for chP electricity generation
a) large plants
b) micro chP systems; happened through CHP Act and CHP Agreement
FROM NC6:
The 2002 CHP Act was intended to help achieve the federal government’s climate protection objectives by safeguarding and promoting the modernization of existing CHP plants subject to a time limit, expanding electricity production in small CHP systems, and launching fuel cells on the market. Amendments of this law occurred in 2008, 2011, 2012, 2015 and 2016",,,,,UNFCCC National Communications
495,Germany,DEU,NC7,2002.0,Promotion of CHP systems (Kraft-Wärme-Kopplungsgesetz – KWKG),"Payment for chP electricity generation
a) large plants
b) micro chP systems; happened through CHP Act and CHP Agreement
FROM NC6:
The 2002 CHP Act was intended to help achieve the federal government’s climate protection objectives by safeguarding and promoting the modernization of existing CHP plants subject to a time limit, expanding electricity production in small CHP systems, and launching fuel cells on the market. Amendments of this law occurred in 2008, 2011, 2012, 2015 and 2016",,,,,UNFCCC National Communications
495,Germany,DEU,NC7,2002.0,Promotion of CHP systems (Kraft-Wärme-Kopplungsgesetz – KWKG),"Payment for chP electricity generation
a) large plants
b) micro chP systems; happened through CHP Act and CHP Agreement
FROM NC6:
The 2002 CHP Act was intended to help achieve the federal government’s climate protection objectives by safeguarding and promoting the modernization of existing CHP plants subject to a time limit, expanding electricity production in small CHP systems, and launching fuel cells on the market. Amendments of this law occurred in 2008, 2011, 2012, 2015 and 2016",,,,,UNFCCC National Communications
495,Germany,DEU,NC7,2002.0,Promotion of CHP systems (Kraft-Wärme-Kopplungsgesetz – KWKG),"Payment for chP electricity generation
a) large plants
b) micro chP systems; happened through CHP Act and CHP Agreement
FROM NC6:
The 2002 CHP Act was intended to help achieve the federal government’s climate protection objectives by safeguarding and promoting the modernization of existing CHP plants subject to a time limit, expanding electricity production in small CHP systems, and launching fuel cells on the market. Amendments of this law occurred in 2008, 2011, 2012, 2015 and 2016",,,,,UNFCCC National Communications
496,Germany,DEU,NC7,2008.0,Promotion of CHP systems (Kraft-Wärme-Kopplungsgesetz – KWKG),"Payment for chP electricity generation
a) large plants
b) micro chP systems; happened through CHP Act and CHP Agreement
As a result of the 2008 amendment of the Combined Heat and Power Act, large new CHP plants with an installed electric capacity of more than 2 MW were eligible for support starting in 2009 if they are commissioned before 2016.",,,,,UNFCCC National Communications
496,Germany,DEU,NC7,2008.0,Promotion of CHP systems (Kraft-Wärme-Kopplungsgesetz – KWKG),"Payment for chP electricity generation
a) large plants
b) micro chP systems; happened through CHP Act and CHP Agreement
As a result of the 2008 amendment of the Combined Heat and Power Act, large new CHP plants with an installed electric capacity of more than 2 MW were eligible for support starting in 2009 if they are commissioned before 2016.",,,,,UNFCCC National Communications
496,Germany,DEU,NC7,2008.0,Promotion of CHP systems (Kraft-Wärme-Kopplungsgesetz – KWKG),"Payment for chP electricity generation
a) large plants
b) micro chP systems; happened through CHP Act and CHP Agreement
As a result of the 2008 amendment of the Combined Heat and Power Act, large new CHP plants with an installed electric capacity of more than 2 MW were eligible for support starting in 2009 if they are commissioned before 2016.",,,,,UNFCCC National Communications
496,Germany,DEU,NC7,2008.0,Promotion of CHP systems (Kraft-Wärme-Kopplungsgesetz – KWKG),"Payment for chP electricity generation
a) large plants
b) micro chP systems; happened through CHP Act and CHP Agreement
As a result of the 2008 amendment of the Combined Heat and Power Act, large new CHP plants with an installed electric capacity of more than 2 MW were eligible for support starting in 2009 if they are commissioned before 2016.",,,,,UNFCCC National Communications
497,Germany,DEU,NC7,2011.0,Promotion of CHP systems (Kraft-Wärme-Kopplungsgesetz – KWKG),"Payment for chP electricity generation
a) large plants
b) micro chP systems; happened through CHP Act and CHP Agreement
Amendments of this law occurred in 2008, 2011, 2012, 2015 and 2016",,,,,UNFCCC National Communications
497,Germany,DEU,NC7,2011.0,Promotion of CHP systems (Kraft-Wärme-Kopplungsgesetz – KWKG),"Payment for chP electricity generation
a) large plants
b) micro chP systems; happened through CHP Act and CHP Agreement
Amendments of this law occurred in 2008, 2011, 2012, 2015 and 2016",,,,,UNFCCC National Communications
497,Germany,DEU,NC7,2011.0,Promotion of CHP systems (Kraft-Wärme-Kopplungsgesetz – KWKG),"Payment for chP electricity generation
a) large plants
b) micro chP systems; happened through CHP Act and CHP Agreement
Amendments of this law occurred in 2008, 2011, 2012, 2015 and 2016",,,,,UNFCCC National Communications
498,Germany,DEU,NC7,2012.0,Promotion of CHP systems (Kraft-Wärme-Kopplungsgesetz – KWKG),"Payment for chP electricity generation
a) large plants
b) micro chP systems; happened through CHP Act and CHP Agreement
Amendments of this law occurred in 2008, 2011, 2012, 2015 and 2016",,,,,UNFCCC National Communications
498,Germany,DEU,NC7,2012.0,Promotion of CHP systems (Kraft-Wärme-Kopplungsgesetz – KWKG),"Payment for chP electricity generation
a) large plants
b) micro chP systems; happened through CHP Act and CHP Agreement
Amendments of this law occurred in 2008, 2011, 2012, 2015 and 2016",,,,,UNFCCC National Communications
499,Germany,DEU,NC7,2015.0,Promotion of CHP systems (Kraft-Wärme-Kopplungsgesetz – KWKG),"Payment for chP electricity generation
a) large plants
b) micro chP systems; happened through CHP Act and CHP Agreement
Amendments of this law occurred in 2008, 2011, 2012, 2015 and 2016",,,,,UNFCCC National Communications
536,Greece,GRC,NC4,,Cogeneration,installation of new cogeneration units in the industrial and tertiary sectors,,,,,UNFCCC National Communications
554,Greece,GRC,NC7,2007.0,Energy Efficiency National Action Plan Measures,"Horizontal Measures
H1. Information system for monitoring energy efficiency improvement and achieved energy savings
H2. Programmes to provide financial support for investment in energy-saving technologies and research
H3. Tax exemptions of energy savings interventions
H4. Implementation of an energy management system (EMS) in the tertiary and public sectors
H5. Bioclimatic upgrades of public open spaces
Heating and cooling measures
H1. Installation of high-efficiency cogeneration of heat and power (CHP) systems with natural gas in hospitals
H2. Installation of CHP systems",,,,,UNFCCC National Communications
554,Greece,GRC,NC7,2007.0,Energy Efficiency National Action Plan Measures,"Horizontal Measures
H1. Information system for monitoring energy efficiency improvement and achieved energy savings
H2. Programmes to provide financial support for investment in energy-saving technologies and research
H3. Tax exemptions of energy savings interventions
H4. Implementation of an energy management system (EMS) in the tertiary and public sectors
H5. Bioclimatic upgrades of public open spaces
Heating and cooling measures
H1. Installation of high-efficiency cogeneration of heat and power (CHP) systems with natural gas in hospitals
H2. Installation of CHP systems",,,,,UNFCCC National Communications
555,Greece,GRC,NC7,2011.0,Energy Efficiency National Action Plan Measures,"Horizontal Measures
H1. Information system for monitoring energy efficiency improvement and achieved energy savings
H2. Programmes to provide financial support for investment in energy-saving technologies and research
H3. Tax exemptions of energy savings interventions
H4. Implementation of an energy management system (EMS) in the tertiary and public sectors
H5. Bioclimatic upgrades of public open spaces
Heating and cooling measures
H1. Installation of high-efficiency cogeneration of heat and power (CHP) systems with natural gas in hospitals
H2. Installation of CHP systems",,,,,UNFCCC National Communications
561,Greece,GRC,NC7,2016.0,Promotion of renewable energy sources for electricity generation,"Law 4414/2016 introduced a new renewable energy source support programme in August 2016. The key objective of the law was to gradually integrate renewable energy sources and co-generation into the electricity market, with a view to the successive introduction of an electricity target model beginning in 2018 with 2 supports available: an FiP (Feed-in-Premium) above the electricity market price and a fixed price support.
",,,,,UNFCCC National Communications
581,Ireland,IRL,NC2,1991.0,Demand Side Management,"The Electricity Supply Board (ESB), has undertaken Demand Side Management (DSM) activities since 1991 and has substantially achieved the DSM programme target of limiting by 1% per annum the overall growth rate of electricity. ncreased demand in the period 1991-96 was contained to 4.95% p.a. Key strategies used are: Efficiency Gain Programmes, Combined Heat and Power (CHP) promotion, Electricity tariffs.",,,,,UNFCCC National Communications
630,Ireland,IRL,NC7,2005.0,Renewables - With Measures scenario (Electricity Generation),This measure encompasses the development of renewable energy in electricity generation under the With Measures scenario. Under this measure RES-E is 22.7% in 2020.,,,,,UNFCCC National Communications
648,Ireland,IRL,NC7,2016.0,Directive 2009/28/EC on the promotion of the use of energy from renewable sources and amending and subsequently repealing Directives 2001/77/EC and 2003/30/EC - Electricity component,The Irish Government has set a target of 40% electricity consumption from renewables sources by 2020,,,,,UNFCCC National Communications
650,Ireland,IRL,NC7,2025.0,Replacement of coal fired electricity generation with natural gas,"This measure, which is included in the with additional measures scenario is aimed at examining the effect of replacing coal fired electricity generation with natural gas fired electricity generation.",,,,,UNFCCC National Communications
704,Italy,ITA,NC5,2002.0,Green certificates - legislative decrees,Legislative decree 79/99 introduced the obligation on electricity providers (generators and importers) to feed the grid with a minimum share of electricity produced from renewable energy sources. The obligation started in 2002.,,,,,UNFCCC National Communications
704,Italy,ITA,NC5,2002.0,Green certificates - legislative decrees,Legislative decree 79/99 introduced the obligation on electricity providers (generators and importers) to feed the grid with a minimum share of electricity produced from renewable energy sources. The obligation started in 2002.,,,,,UNFCCC National Communications
705,Italy,ITA,NC5,2005.0,Green certificates - legislative decrees,Legislative decree 79/99 introduced the obligation on electricity providers (generators and importers) to feed the grid with a minimum share of electricity produced from renewable energy sources. The obligation started in 2002.,,,,,UNFCCC National Communications
769,Japan,JPN,NC2,1992.0,Waste Power Generation,Multiple subsidy systems to promote the introduction of waste-fired power generation.,,,,,UNFCCC National Communications
769,Japan,JPN,NC2,1992.0,Waste Power Generation,Multiple subsidy systems to promote the introduction of waste-fired power generation.,,,,,UNFCCC National Communications
770,Japan,JPN,NC2,1993.0,Waste Power Generation,Multiple subsidy systems to promote the introduction of waste-fired power generation.,,,,,UNFCCC National Communications
823,Japan,JPN,NC7,2007.0,Promotion of introduction of highly energy-efficient equipment and devices,improvement of energy efficiency of machineries and agricultural practices,,,,,UNFCCC National Communications
823,Japan,JPN,NC7,2007.0,Promotion of introduction of highly energy-efficient equipment and devices,improvement of energy efficiency of machineries and agricultural practices,,,,,UNFCCC National Communications
823,Japan,JPN,NC7,2007.0,Promotion of introduction of highly energy-efficient equipment and devices,improvement of energy efficiency of machineries and agricultural practices,,,,,UNFCCC National Communications
823,Japan,JPN,NC7,2007.0,Promotion of introduction of highly energy-efficient equipment and devices,improvement of energy efficiency of machineries and agricultural practices,,,,,UNFCCC National Communications
824,Japan,JPN,NC7,2008.0,Promotion of introduction of highly energy-efficient equipment and devices,Promote the introduction and use of energy-efficient facilities and devices across industries.,,,,,UNFCCC National Communications
824,Japan,JPN,NC7,2008.0,Promotion of introduction of highly energy-efficient equipment and devices,Promote the introduction and use of energy-efficient facilities and devices across industries.,,,,,UNFCCC National Communications
824,Japan,JPN,NC7,2008.0,Promotion of introduction of highly energy-efficient equipment and devices,Promote the introduction and use of energy-efficient facilities and devices across industries.,,,,,UNFCCC National Communications
825,Japan,JPN,NC7,2008.0,Promotion of introduction of highly energy-efficient equipment and devices,Update and replace electricity-consuming facilities in ironworks with more energy-efficient facilities,,,,,UNFCCC National Communications
825,Japan,JPN,NC7,2008.0,Promotion of introduction of highly energy-efficient equipment and devices,Update and replace electricity-consuming facilities in ironworks with more energy-efficient facilities,,,,,UNFCCC National Communications
826,Japan,JPN,NC7,2008.0,Promotion of introduction of highly energy-efficient equipment and devices,installation of more efficient pulpers and recovery boilers,,,,,UNFCCC National Communications
836,Japan,JPN,NC7,1998.0,Thorough energy management through the use of BEMS and consultation on energy conservation,Reduce energy consumption through the introduction of BEMS and detailed identification of energy consumption in industrial facilities,,,,,UNFCCC National Communications
856,Japan,JPN,NC5,1998.0,Outline for Promotion of Efforts to Prevent Global Warming,,,,,,UNFCCC National Communications
856,Japan,JPN,NC5,1998.0,Outline for Promotion of Efforts to Prevent Global Warming,,,,,,UNFCCC National Communications
857,Japan,JPN,NC5,2002.0,Outline for Promotion of Efforts to Prevent Global Warming,,,,,,UNFCCC National Communications
859,Japan,JPN,NC5,2005.0,Kyoto Protocol Target Achievement Plan,"Based on the Act on Promotion of Global Warming Countermeasures, the plan was drafted in order to stipulate the measures necessary for reliably achieving the Kyoto Protocol’s commitment of six percent
emission cuts, and as a result of the 2004 evaluation and revision of the Outline for Promotion of Efforts to Prevent Global Warming.",,,,,UNFCCC National Communications
861,Japan,JPN,NC5,2004.0,Act on Promotion of Efforts to Prevent Global Warming Countermeasures,"It is also called Law Concerning the Promotion of the Measures to Cope with Global Warming, and it stipulated the establishment of the Kyoto Protocol Target Achievement Plan upon the effectuation of the Kyoto Protocol.",,,,,UNFCCC National Communications
919,Luxembourg,LUX,NC7,2006.0,Action Plan for reducing CO2 emissions,"It outlines how Luxembourg intends to meet its emission reduction commitments under the Kyoto Protocol and identifies two major goals: (i) limiting dependence on fossil fuels, especially by accelerating their replacement through renewable energy sources (in particular, for thermal energy generation), and (ii) seeking energy savings by enhancing the energy efficiency of transportation, industry and buildings.
",,,,,UNFCCC National Communications
926,Luxembourg,LUX,NC6,2010.0,National Renewable Energy Action Plan (NREAP),provides detailed roadmaps of how Luxembourg expects to reach its legally binding 2030 target for the share of renewable energy in its final energy consumption,,,,,UNFCCC National Communications
974,Netherlands,NLD,NC5,1999.0,National Climate Policy Implementation Plan (NCPIP),Outlines how the Netherlands intends to meet its emission-reduction commitments under the Kyoto Protocol,,,,,UNFCCC National Communications
993,Netherlands,NLD,NC7,2011.0,Green Deals,"This instrument supports civil society parties, companies and local authorities which embark on initiatives related to green growth, but which face obstacles that may require assistance from the national government to tackle. Exploiting opportunities for saving energy and generating local sustainable energy is not only a matter of access to finance. In practice, there are often other obstacles and difficulties to finding innovative solutions in society for scaling up green growth options; e.g. difficulties regarding regulations or permits, appropriate forms, networks for cooperation, and so on. The government helps to lower such obstacles.
",,,,,UNFCCC National Communications
1093,Portugal,PRT,NC3,,"Energy Efficiency in the Power generation
sector",,,,,,UNFCCC National Communications
1108,Portugal,PRT,NC3,2003.0,"Use of Energy Potential
and Rationalisation of
Consumption",,,,,,UNFCCC National Communications
1118,Spain,ESP,NC7,,Technical Building Code,,,,,,UNFCCC National Communications
1201,Sweden,SWE,NC7,1991.0,Carbon dioxide tax,,,,,,UNFCCC National Communications
1274,Switzerland,CHE,,,CO2 levy on heating and process fuels,"The CO2 Ordinance defines a reduction pathway that
needs to be followed (Article 94). If the targets set in
the CO2 Ordinance are not met, the CO2 levy is
increased automatically.",,,,,UNFCCC National Communications
1376,United Kingdom,GBR,NC5,2008.0,Energy Act,"Through the Energy Act 2008 the Government
introduced powers to enable the implementation
of feed-in tariffs for small scale low carbon
electricity and a renewable heat incentive. Both
these incentives include generation at the micro
scale and will provide the simplicity, certainty and
level of reward to enable higher take-up of
microgeneration technologies",,,,,UNFCCC National Communications
1376,United Kingdom,GBR,NC5,2008.0,Energy Act,"Through the Energy Act 2008 the Government
introduced powers to enable the implementation
of feed-in tariffs for small scale low carbon
electricity and a renewable heat incentive. Both
these incentives include generation at the micro
scale and will provide the simplicity, certainty and
level of reward to enable higher take-up of
microgeneration technologies",,,,,UNFCCC National Communications
1376,United Kingdom,GBR,NC5,2008.0,Energy Act,"Through the Energy Act 2008 the Government
introduced powers to enable the implementation
of feed-in tariffs for small scale low carbon
electricity and a renewable heat incentive. Both
these incentives include generation at the micro
scale and will provide the simplicity, certainty and
level of reward to enable higher take-up of
microgeneration technologies",,,,,UNFCCC National Communications
1376,United Kingdom,GBR,NC5,2008.0,Energy Act,"Through the Energy Act 2008 the Government
introduced powers to enable the implementation
of feed-in tariffs for small scale low carbon
electricity and a renewable heat incentive. Both
these incentives include generation at the micro
scale and will provide the simplicity, certainty and
level of reward to enable higher take-up of
microgeneration technologies",,,,,UNFCCC National Communications
1376,United Kingdom,GBR,NC5,2008.0,Energy Act,"Through the Energy Act 2008 the Government
introduced powers to enable the implementation
of feed-in tariffs for small scale low carbon
electricity and a renewable heat incentive. Both
these incentives include generation at the micro
scale and will provide the simplicity, certainty and
level of reward to enable higher take-up of
microgeneration technologies",,,,,UNFCCC National Communications
1376,United Kingdom,GBR,NC5,2008.0,Energy Act,"Through the Energy Act 2008 the Government
introduced powers to enable the implementation
of feed-in tariffs for small scale low carbon
electricity and a renewable heat incentive. Both
these incentives include generation at the micro
scale and will provide the simplicity, certainty and
level of reward to enable higher take-up of
microgeneration technologies",,,,,UNFCCC National Communications
1431,United States of America,USA,NC6,,State Energy Program,"Through its State Energy Program, DOE provides financial and technical assistance to states
through formula and competitive grants. States use their formula grants to develop state
strategies and goals to address their energy priorities. Competitive grant solicitations for the
adoption of energy efficiency/renewable energy products and technologies are issued annu-
ally based on available funding.",,,,,UNFCCC National Communications
1433,United States of America,USA,NC6,,Onshore Renewable Energy Development Programs,"Provide opportunities for
and encourage use of federal
public lands for the develop-
ment of wind, solar, and
geothermal energy",,,,,UNFCCC National Communications
1434,United States of America,USA,NC6,,Rural Energy for America Program,"Provides grants and loan
guarantees to agricultural
producers and rural
businesses for energy
efficiency and renewable
energy systems.",,,,,UNFCCC National Communications
1452,United States of America,USA,NC6,,Community Renewable Energy Deployment Grants,"Create up to a 50% matching grant gor the construction of samlll renewable energy projects that will have commercial electrical generation capacity of less than 15 mw. Types of renewable energy sources include solar, wind geothermal, ocean, biomass and landfill gas.",,,,,UNFCCC National Communications
1478,United States of America,USA,NC5,,Biomass Program,"DOE has contributed to the advancement of biomass
technology by working with industry, academia, and
national laboratory partners on a balanced portfolio of
RD&D efforts geared toward biomass feedstocks and
conversion technologies. A major effort includes de-
ployment and further development of infrastructure
and opportunities for market penetration of bio-based
fuels and products. DOE seeks to develop advanced
technologies for producing biofuels—including etha-
nol—from wood chips, crop residues, and dedicated
energy crops, such as switchgrass, while bridging the
gap from technology validation to deployment and
promoting terrestrial carbon sequestration. The DOE
research portfolio is supporting national goals related
to reducing GHG emissions associated with bioenergy
production and use when compared to conventional
petroleum-based fuels.DOE has contributed to the advancement of biomass
technology by testing and demonstrating biomass
co-firing with coal, developing advanced technologies
for biomass gasification, developing and demonstrat-
ing small modular systems, and developing and testing
high-yield, low-cost biomass feedstocks. This research
has helped biomass become a proven commercial elec-
tricity generation option in the United States. DOE
estimates that these efforts could help reduce emis-
sions by about 55.2 Tg CO2 Eq. in 2020",,,,,UNFCCC National Communications
1485,United States of America,USA,NC4,,Green Power Partnership,"As part of the U.S. Environmental Pro-
tection Agency’s(EPA’s)Clean Energy Ini-
tiative, the Green PowerPartnership9 assists
organizations in demonstrating environ-
mental leadership by choosing electricity
products generated from renewable energy
sources. The partnership now has more
than 600 partners committed to purchasing
more than 4 million megawatt-hours
(MWh) of green power (U.S. EPA/OAR
2006). See <http://www.epa.gov/greenpow",,,,,UNFCCC National Communications
1487,United States of America,USA,NC4,,Clean Energy-Environment State Partnership Program,"The Clean Energy–Environment State
Partnership Program 12 encourages states
to develop and implement cost-effective
clean energy and environmental strategies
that help further both environmental and
clean energy goals and achieve public
health and economic benefits.",,,,,UNFCCC National Communications
1524,United States of America,USA,NC2,,Green Power Network,"Accessible through DOE’s Office of Energy Efficiency and Renewable Energy home page, the
Internet-based Green Power Network provides and exchanges information on successful green power
programs to encourage electricity suppliers and customers to form green power supply and buyer groups.
Green Power Network includes links to utilities, power marketers, public entities, and consumer and
environmental organizations that have already developed or are interested in developing green power
programs. No emission reductions have been estimated for this action.",,,,,UNFCCC National Communications
1546,Sweden,SWE,,,Local Investment Programmes (LIP),"The Local Investment Programmes (LIP) were implemented in Sweden municipalities between 1998 and 2008. The programme provided grants to support investments made by municipalities, in cooperation with local companies and organisations, to increase ecological sustainability. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",https://www.iea.org/policies/1954-local-investment-programmes-lip?country=Sweden&page=3&qs=swede,,1998.0,2008.0,Climate Policy Database
1549,Brazil,BRA,,,Electric power auctions - Wind,,http://www.aneel.gov.br/,,2009.0,,Climate Policy Database
1552,Nigeria,NGA,,,Multi-Year Tariff Order (MYTO) II (2012-2017),"Establishes the regulated prices to be paid to licensed electricity generation companies in providing electricity to distribution and retailing companies for the period 1st June, 2012 to 31st May, 2017",http://www.nercng.org/index.php/myto-2,2012.0,2012.0,2017.0,Climate Policy Database
1566,Germany,DEU,,,KfW Programme Offshore Wind Energy,,https://www.kfw.de/inlandsfoerderung/Unternehmen/Energie-Umwelt/index-2.html,,2011.0,,Climate Policy Database
1575,France,FRA,,,Renewable Energy Feed-in Tariffs (III),,http://www.developpement-durable.gouv.fr/Les-tarifs-d-achat-de-l;12195.html,,2006.0,,Climate Policy Database
1587,Mexico,MEX,,,Resolution on grid connections for small scale solar generators,The resolution issues grid connection rules for small scale (,https://www.iea.org/policies/5814-resolution-on-grid-connections-for-small-scale-solar-generators?country=Mexico&page=,,2007.0,,Climate Policy Database
1588,Norway,NOR,,,Strategy for Small-scale Hydropower,"Hydropower plants less than 5 MW are exempt from natural resource and ground rent taxes. All new renewable energy (including small scale hydro power) is covered by the electricity certificate scheme. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",https://www.iea.org/policies/4042-strategy-for-small-scale-hydropower?country=Norway&page=2&qs=norway,,2003.0,,Climate Policy Database
1591,Uruguay,URY,,,Solar Photovoltaic Dispatch,"The law stipulates the conditions for grid dispatch of solar PV. It states that solar PV based electricity will be considered to have zero marginal cost. The solar PV generation will be dispatched if the plants and the solar resource are available and there are no technical restrictions. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",https://www.iea.org/policies/5537-solar-photovoltaic-dispatch?country=Uruguay&qs=urugu,,2013.0,,Climate Policy Database
1593,United Kingdom,GBR,,,Energy Act,Legislative,http://www.lse.ac.uk/GranthamInstitute/law/energy-act-2010/,,2010.0,,Climate Policy Database
1593,United Kingdom,GBR,,,Energy Act,Legislative,http://www.lse.ac.uk/GranthamInstitute/law/energy-act-2010/,,2010.0,,Climate Policy Database
1593,United Kingdom,GBR,,,Energy Act,Legislative,http://www.lse.ac.uk/GranthamInstitute/law/energy-act-2010/,,2010.0,,Climate Policy Database
1593,United Kingdom,GBR,,,Energy Act,Legislative,http://www.lse.ac.uk/GranthamInstitute/law/energy-act-2010/,,2010.0,,Climate Policy Database
1593,United Kingdom,GBR,,,Energy Act,Legislative,http://www.lse.ac.uk/GranthamInstitute/law/energy-act-2010/,,2010.0,,Climate Policy Database
1604,Nigeria,NGA,,,Renewable Energy Master Plan,"Increase the supply of renewable electricity from 13% of total electricity generation in 2015 to 23% in 2025 and 36% by 2030. Also additional capacity targets for RE sources. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",https://www.iea.org/policies/4974-nigeria-renewable-energy-master-plan,,2011.0,2030.0,Climate Policy Database
1606,Thailand,THA,,,Feed-in premium for renewable power,,http://www.egat.co.th/en,,2007.0,,Climate Policy Database
1609,Colombia,COL,,,New mechanism to provide energy service to more Colombian homes,"New mechanism to allow energy distribution companies to bring power to households through isolated solutions, which are power generation systems currently not connected to the National Interconnected System, and mostly generate power through non-conventional renewable sources. It is estimated that through this new mechanism, approximately 338,000 households will gain access to electricity","https://www.minenergia.gov.co/en/web/10180/historico-de-noticias?idNoticia=24271065
https://www.iea.org/policies/12889-new-mechanism-to-provide-energy-service-to-more-colombian-homes?country=Colombia&qs=colombia",,2020.0,,Climate Policy Database
1615,France,FRA,,,Finance Law,,http://www.assemblee-nationale.fr/13/dossiers/loi_finances_2009.asp,,2009.0,,Climate Policy Database
1617,Australia,AUS,,,Renewable Energy Industry Development (REID),,https://www.iea.org/policies/3828-renewable-energy-industry-development-reid?country=Lithuania%2CAustralia&page=4&status=Ended,,2003.0,2007.0,Climate Policy Database
1624,Italy,ITA,,,Renewable energy provisions for the Green Certificates System,,http://www.gse.it/attivita/Incentivazioni%20Fonti%20Rinnovabili/Pagine/default.aspx,,2008.0,,Climate Policy Database
1628,Uruguay,URY,,,Wind Dispatch,"The law stipulates the conditions for grid dispatch of wind power. It states that wind based electricity will be considered to have zero marginal cost. The wind plants shall be dispatched provided they are available, the wind resource is there, and that there are no operating restrictions. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",https://www.iea.org/policies/5968-wind-dispatch?country=Uruguay&qs=urugu,,2009.0,,Climate Policy Database
1631,Australia,AUS,,,Renewable Energy Target,"In 2000, a fixed target of 9,500 GWh renewable electricity in 2010 was established. The new Renewable Energy Target (RET) is designed to deliver a 23.5% share for renewables in Australia’s electricity mix by 2020.",https://www.aph.gov.au/About_Parliament/Parliamentary_Departments/Parliamentary_Library/pubs/rp/rp1314/QG/RenewableEnergy,,2000.0,2015.0,Climate Policy Database
1631,Australia,AUS,,,Renewable Energy Target,"In 2000, a fixed target of 9,500 GWh renewable electricity in 2010 was established. The new Renewable Energy Target (RET) is designed to deliver a 23.5% share for renewables in Australia’s electricity mix by 2020.",https://www.aph.gov.au/About_Parliament/Parliamentary_Departments/Parliamentary_Library/pubs/rp/rp1314/QG/RenewableEnergy,,2000.0,2015.0,Climate Policy Database
1632,France,FRA,,,Biogas Agreement,,https://www.iea.org/policies/3560-biogas-agreement?q=Biogas%20Agreement%20France%20%281999%29,,1999.0,,Climate Policy Database
1640,Australia,AUS,,,Renewable Remote Power Generation Programme,,http://www.federalfinancialrelations.gov.au/content/npa/environment/national-partnership/past/renewable_remote_power_QLD_IP.pdf,,2000.0,2009.0,Climate Policy Database
