"","Country","Country Code","Source NC#","Year","Policy Name","Policy Description","Link","year_implementation","year_decision","year_end","indicator_database_source"
"1861","Japan","JPN",NA,NA,"Energy Tax on Fossil Fuels","This policy had various amendments and the tax rates are constantly updated.
The following fuel tax rates apply in Japan:
Gasoline Tax: JPY 53.8/l (gasoline tax + local gasoline excise tax) Oil and Gas Tax: JPY 17.5/kg Diesel Oil Tax: JPY 32.1/l Aviation Fuel Tax: JPY 26/l Crude Oil, Petroleum Products Tax: JPY 2,040/kl + JPY 760/kl (climate mitigation tax) LPG and LNG Tax: JPY 1,080/t + JPY 780/t (climate mitigation tax) Coal Tax: JPY 700/t + JPY 670/t (climate mitigation tax) Electric Power Development Promotion Tax: JPY 375/MWh","http://www.env.go.jp/en/policy/tax/env-tax/20120814a_ertj.pdf",NA,2002,NA,"Climate Policy Database"
"1862","Spain","ESP",NA,NA,"Renewable Energy Auctions","On 31st of March 2017, the government announced a call for a renewable energy auction to be held in 2017 in order to procure 3000 MW renewable generation capacity. The call was announced and regulated by Royal Decree 359/2017, and regulated by Order ETU/315/2017. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]","https://www.iea.org/policies/6488-renewable-energy-auctions-2017?country=Spain&page=1",NA,2017,NA,"Climate Policy Database"
"1863","Morocco","MAR",NA,NA,"Law 47-09 on Energy efficiency","Legislative
This law aims to increase energy efficiency in the use of energy sources, to avoid waste, to reduce the energy costs on the national economy, and to enhance sustainable development.
In French: ""La présente loi a pour objet d’augmenter l’efficacité énergétique dans l’utilisation des sources d’énergie, éviter le gaspillage, atténuer le fardeau du coût de l’énergie sur l’économie nationale et contribuer au développement durable.""","http://www.mem.gov.ma/SitePages/TestesReglementaires/Loi47-09.pdf",NA,2011,NA,"Climate Policy Database"
"1864","Turkey","TUR",NA,NA,"Act No. 5686 on Geothermal Resources And Mineral Waters","Legislative","http://www.enerji.gov.tr/File/?path=ROOT%2f1%2fDocuments%2fMevzuat%2f5686+-+jeotermal+kaynaklar+ve+dogal+mineralli+sular+kanunu.pdf",NA,2007,NA,"Climate Policy Database"
"1865","India","IND",NA,NA,"Rajasthan Solar Policy","The state of Rajasthan is endowed with the highest radiation levels in India and implemented the Solar Policy to harness great untapped resources and meet its Renewable Portfolio Standard requirements. The state targets the installation of 1 to 1.2 GW of solar capacity by 2022, seeks to enhance energy security, create jobs in the solar manufacturing and become a main exporter of renewable power to third party and neighboring states. To reach such targets, the solar policy includes a combination of support tools: First, power producers are exempted from electricity duty on the energy they consume and can apply for incentives under the Industry Scheme. Producers of solar thermal energy are granted access to the water quantity required for generation by local authorities and solar power will be guaranteed grid access under both the Indian Solar Mission and the Rajasthan Solar policy. The solar policy seeks to widespread the installation of solar water heating systems on all industrial buildings where hot water is required, large residential buildings, government and private hospitals, hotels and swimming pools. Solar steam systems in residential institutions and hospitals will also be supported. Second, the solar policy creates the RE infrastructure Development Fund to finance transmission network extension, road construction and ease the integration of RE generation. Such Fund will be financed by the collection of a development charge of INR. 10 Lacs per MW installed transfered to the Rajasthan Renewable Energy Corporation. The policy also provides for the regulation framework to develop solar parks larger than 1, 000 MW capacity. Such Parks will include Solar Power Plants, Manufacturing Zones, R & D and Training Centres. Third, the Solar Policy creates the Solar Research Center of excellence. The solar policy will fulfill Rajasthan s engagements in the National Solar Mission -install 66 MW of solar capacity- and install additional capacity following a competitive bidding process. Central government will tender 50 MW of solar PV and 50 MW of solar thermal and best bidders will be guaranteed a fixed price by Discoms of Rajasthan. Moreover, the policy will promote the installation of solar PV and solar thermal plans for direct sale to Discoms of Rajasthan with a maximum capacity of 200 MW by 2013 and an additional 400 MW by 2017. Eligible projects will also be selected through auctions. The state will promote off grid and decentralised solar applications and hybrid systems in replacement of diesel based generators. The solar policy also facilitates the installation of solar power producers targeting solar power trade with third party or other states. In fact, Rajasthan aims to become a major issuer of solar Renewable Energy Certificates within the Indian Renewable Portfolio Obligation.","https://energy.rajasthan.gov.in/content/dam/raj/energy/dept_of_energy/pdf/misc/solar_policy.pdf",NA,2011,NA,"Climate Policy Database"
"1866","Argentina","ARG",NA,NA,"Decrees 476/2019 and 548/2019 on renewable energies","These decrees amend past decrees in order to update the regulatory framework on renewable energy production and reassess the thresholds for related incentives.","https://www.boletinoficial.gob.ar/detalleAviso/primera/213104/20190808
https://www.boletinoficial.gob.ar/detalleAviso/primera/211142/20190711
https://climate-laws.org/geographies/argentina/policies/decrees-476-2019-and-548-2019-on-renewable-energies",NA,2019,NA,"Climate Policy Database"
"1867","Slovenia","SVN",NA,NA,"Regulation on the Limitation of Emissions into the Air from Large Combustion Plants",NA,"https://www.ecolex.org/details/legislation/regulation-on-the-limitation-of-emissions-into-the-air-from-large-combustion-plants-lex-faoc097895/?q=&type=legislation&xsubjects=Energy&xcountry=Slovenia&xdate_min=&xdate_max=",NA,2005,NA,"Climate Policy Database"
"1868","United States of America","USA",NA,NA,"CHP Technical Assistance Partnerships (CHP TAPs)",NA,"https://betterbuildingssolutioncenter.energy.gov/chp/solutions-at-a-glance/chp-project-profiles-database",2008,2008,2012,"Climate Policy Database"
"1869","United States of America","USA",NA,NA,"Biomass Energy and Alcohol Fuels Act",NA,"https://www.govtrack.us/congress/bills/96/s932",NA,1980,NA,"Climate Policy Database"
"1870","New Zealand","NZL",NA,NA,"Energy efficiency and Conservation Act","Legislative","http://www.legislation.govt.nz/act/public/2000/0014/latest/DLM54948.html",NA,2000,NA,"Climate Policy Database"
"1871","United States of America","USA",NA,NA,"San Francisco Solar Energy Incentive Program",NA,"http://sfwater.org/mto_main.cfm/MC_ID/12/MSC_ID/139/MTO_ID/361",NA,2001,NA,"Climate Policy Database"
"1872","Algeria","DZA",NA,NA,"Executive Decree No. 2004-92 On the Diversification of Power Generation Costs","Executive","https://www.climate-laws.org/geographies/algeria/policies/executive-decree-no-2004-92-on-the-diversification-of-power-generation-costs",NA,2004,NA,"Climate Policy Database"
"1873","China","CHN",NA,NA,"Expansion of Local Cogeneration (CHP)",NA,NA,NA,2006,NA,"Climate Policy Database"
"1874","Canada","CAN",NA,NA,"EcoENERGY for Aboriginal and Northern Communities",NA,"http://www.ainc-inac.gc.ca/clc/prg/eco/ovr_e.html
http://www.aadnc-aandc.gc.ca/eng/1100100034258/1100100034259",2011,2007,2016,"Climate Policy Database"
"1875","Portugal","PRT",NA,NA,"Resolution of Council of Ministers 20/2013, established the National Action Plan for Energy efficiency (PNAEE 2016) and a National Action Plan for Renewable Energy (PNAER 2020)","Executive","https://climate-laws.org/geographies/portugal/policies/resolution-of-council-of-ministers-20-2013-establishing-the-national-action-plan-for-energy-efficiency-pnaee-2016-and-the-national-action-plan-for-renewable-energy-pnaer-2020",NA,2013,NA,"Climate Policy Database"
"1876","Bulgaria","BGR",NA,NA,"Clean Ambient Air Act","The Clean Ambient Air Act regulates the limitation of emissions into the air from stationary sources and the quality requirements for liquid fuels - among others the activities directly related to GHG emissions. In addition, since 2008, Article 25 on Common methodology for emissions inventory specifically includes CO2, CH4 and N2O (plus relevant ODS and SF6) among the regulated substances.","https://climate-laws.org/cclow/geographies/26/laws/1108
http://www.res-legal.eu/search-by-country/bulgaria/sources/t/source/src/zchav/",NA,2006,NA,"Climate Policy Database"
"1877","France","FRA",NA,NA,"Plan for the energy performance of agricultural exploitations",NA,"http://agriculture.gouv.fr/sections/presse/dossiers-presse/plan-performance",NA,2009,NA,"Climate Policy Database"
"1878","Turkey","TUR",NA,NA,"Energy Efficiency Law (Act No. 5627)","The goal of the law is to ""increase efficiency in using energy sources and energy in order to use energy effectively, avoid waste, ease the burden of energy costs on the economy and protect environment"" (Art. 1).","http://www.lawsturkey.com/law/energy-efficiency-law-5627",NA,2007,NA,"Climate Policy Database"
"1879","Denmark","DNK",NA,NA,"Green Tax Package","It contained 4 principal elements:
- 3 tax elements consisting of an energy tax, a CO2 tax and an SO2 tax;
- A distinction between three different purposes for energy use when assessing the tax: space heating, light industrial processes and heavy industrial processes;
- Provisions for a significantly reduced tax rate in the case of specific energy-intensive activities, conditional upon a business committing itself to reducing energy consumption through an agreement negotiated between the company and the Danish Energy Agency (if the company did not fulfil the agreement, reimbursements already paid had to be returned and the tax imposed in full); and
- Gradual phase-in of the taxes. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]","https://www.iea.org/policies/2202-green-tax-package-1995?country=Denmark&page=2&qs=denm",NA,1995,NA,"Climate Policy Database"
"1880","Spain","ESP",NA,NA,"Law 15/2012 on Tax Measures for Energy Sustainability","This measure has brought in a tax reform with a view to internalizing the environmental costs stemmed from electric power production and the storage of the nuclear fuel spent or the radioactive waste, and therefore, becoming a stimulus to improve Spain’s levels of energy efficiency. This law regulated three new taxes: on the value of electric energy production; on the production of the spent nuclear fuel and the resulting radioactive waste from nuclear energy generation; on the storage of the spent nuclear fuel and radioactive waste in centralized plants. In addition, this Law created a levy for the use of continental waters in electric power production, modified the tax rates for natural gas and coal, and withdrawed the envisaged exemptions for energy products used in producing electric energy and electric power co-generation and useful heat. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]","https://www.iea.org/policies/2327-fiscal-measures-for-energy-sustainability-law-152012-on-tax-measures-for-energy-sustainability?country=Spain&page=2&qs=spai",NA,2013,NA,"Climate Policy Database"
"1881","Denmark","DNK",NA,NA,"Energy Agreement 2012-2020","Legislative
The Agreement establishes a framework for the policy on climate and energy up to 2020 and outlines the direction Denmark will take until 2050.
According to the Agreement in 2020 half of the electricity consumption will come from wind power, enabling a share of 35% renewable energy in gross energy consumption in 2020. Moreover, the energy consumption is to decrease by more than 12 % in 2020 compared to 2006.
The initiatives in the Agreement will lead to CO2 emissions in 2020 being 34% lower than they were in 1990. At the same time, the Agreement is to ensure a stable framework for the business community as a whole, and the energy sector in particular IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]","http://www.ens.dk/sites/ens.dk/files/dokumenter/publikationer/downloads/accelerating_green_energy_towards_2020.pdf",NA,2012,2050,"Climate Policy Database"
"1882","Canada","CAN",NA,NA,"Market Incentive Program",NA,"https://www.iea.org/policies/3489-market-incentive-program",NA,2002,2006,"Climate Policy Database"
"1883","India","IND",NA,NA,"Electricity Act","Legislative","http://www.cercind.gov.in/Act-with-amendment.pdf",NA,2003,NA,"Climate Policy Database"
"1884","Republic of Korea","KOR",NA,NA,"Demand-Side Management",NA,NA,NA,1996,NA,"Climate Policy Database"
"1885","France","FRA",NA,NA,"Order on the Eligibility Requirements of Biogas Plants with an Installed Capacity up to 500 kW to the Feed-in Tariff","In French: Arrêté du 13 décembre 2016 fixant les conditions d'achat pour l'électricité produite par les installations utilisant à titre principal le biogaz produit par méthanisation de déchets non dangereux et de matière végétale brute implantées sur le territoire métropolitain continental d'une puissance installée strictement inférieure à 500 kW telles que visés au 4° de l'article D. 314-15 du code de l'énergie
The Order establishes eligibility criteria and aims at promoting biogas through a feed-in tariff.","http://www.res-legal.eu/search-by-country/france/sources/t/source/src/arrete-du-19-mai-2011-biogaz/",NA,2016,NA,"Climate Policy Database"
"1886","Canada","CAN",NA,NA,"Renewable Energy Technologies (RET) Group",NA,"https://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/www/pdf/publications/emmc/renewable_energy_e.pdf",NA,2006,NA,"Climate Policy Database"
"1887","Republic of Korea","KOR",NA,NA,"Five-Year Plan for Green Growth",NA,"https://www.oecd.org/korea/greengrowthinactionkorea.htm",NA,2009,NA,"Climate Policy Database"
"1888","United States of America","USA",NA,NA,"New energy efficient home credit",NA,"https://uscode.house.gov/view.xhtml?req=(title:26%20section:45L%20edition:prelim)",2006,2006,2009,"Climate Policy Database"
"1889","Canada","CAN",NA,NA,"New source emission guidelines for thermal electricity generation",NA,"http://publications.gc.ca/gazette/archives/p1/2003/2003-01-04/pdf/g1-13701.pdf",NA,2003,NA,"Climate Policy Database"
"1890","Sweden","SWE",NA,NA,"Commercial Loans to Startup Energy Companies","Start-up companies that are active within the energy sector are eligible to apply for commercial loans from the Swedish Energy Agency. Even though companies which were received loans are diverse; the common denominator is that their innovations help to reduce energy consumption and/or to find new ways of producing renewable energy. There is no minimum or maximum amount for the loans, but the total annual budget of the Swedish Energy Agency is approx. SEK 90 million. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]","https://www.iea.org/policies/5563-commercial-loans-to-startup-energy-companies?country=Sweden&page=2&qs=swede",NA,2006,NA,"Climate Policy Database"
"1891","United Kingdom","GBR",NA,NA,"Directive on the Promotion of Energy Produced from Renewable Energy Sources","10% of energy used in transport by 2020.
20% of energy use from renewables.","http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX%3A32009L0028",NA,2009,2020,"Climate Policy Database"
"1892","Denmark","DNK",NA,NA,"Law on the Promotion of Renewable Energy; No. 1392/2008","Legislative","https://ens.dk/sites/ens.dk/files/Vindenergi/promotion_of_renewable_energy_act_-_extract.pdf",NA,2009,NA,"Climate Policy Database"
"1893","France","FRA",NA,NA,"Energy Bill",NA,"http://www.senat.fr",NA,2004,NA,"Climate Policy Database"
"1894","Viet Nam","VNM",NA,NA,"Resolution No. 55 on the orientation of the National Energy Development Strategy","This regulation sets out targets for the energy sector, including:
1. The total primary energy supply to reach 175 – 195 million tons of oil equivalent (TOE) by 2030 and 320 – 350 million TOE by 2045;
2. The total installed capacity of power sources to amount 125 - 130 GW and the power output to reach 550 - 600 billion kWh by 2030. -
3. The share of renewable energy sources in the total primary energy supply reaches 15 - 20% in 2030 and 25 - 30% in 2045.
4. Total final energy consumption reaches 105-115 million TOE by 2030 and 160-190 million TOE by 2045. The primary energy intensity is expected to 5 be 420-460 kgOE/ USD 1,000 GDP by 2030 and 375-410 kgOE/ USD 1,000 GPD by 2045.
5. To develop an efficient smart grid system with regional interconnectivity; ensure safe and secure power supply and meet N-1 criteria for important load centers and N-2 criteria for extremely important load centers; the power reliability to be among the top 4 ASEAN countries and the electricity access indicator among the top 3 ASEAN countries by 2030.
6. Oil refinery plants to meet at the minimum 70% of the domestic demand; ensure strategic petroleum reserve equal to at the minimum 90 days of net oil import. Ensure the capacity to import 8 billion m3 of LNG by 2030 and 15 billion m3 by 2045. - The energy-saving over the total final energy consumption against businessas-usual (BAU) scenario to reach 7% by 2030 and up to 20% by 2045.
7. To reduce greenhouse gases emission from energy activities against the BAU scenario by 15% by 2030 and 20% by 2045.","http://vepg.vn/wp-content/uploads/2020/03/CPCs-Resolution-55.NQ-TW-on-Energy-Development-Strategy-to-2030-and-outlook-to-2045.pdf",NA,2020,NA,"Climate Policy Database"
"1895","Kazakhstan","KAZ",NA,NA,"The Ecological Code of the Republic of , No. 212 of 2007 and Amendment to said legislation on 3 December 2011","Legislative","http://cis-legislation.com/document.fwx?rgn=15027
http://invest.gov.kz/upload/docs/en/323a08584fc35cf34230a6139a54d974.pdf",2007,2007,NA,"Climate Policy Database"
"1896","South Africa","ZAF",NA,NA,"Renewable Independent Power Producer Programme","This programme establishes an auction system for renewables.","https://www.gov.za/about-government/government-programmes/renewable-independent-power-producer-programme",NA,2012,NA,"Climate Policy Database"
"1897","Netherlands","NLD",NA,NA,"Electricity Act","Legislative","https://www.hylaw.eu/database/national-legislation/the-netherlands/elektriciteitswet-1998-electricity-act",NA,1998,NA,"Climate Policy Database"
"1898","Ghana","GHA",NA,NA,"Renewable Energy Act","Legislative
Under the Act government seeks to have 12.5 megawatts of the country's total energy generation capacity from renewable energy sources - sunlight, wind, rain, tides, waves and geo-thermal heat.","http://allafrica.com/stories/201502171836.html
http://energycom.gov.gh/files/RENEWABLE%20ENERGY%20ACT%202011%20(ACT%20832).pdf
http://www.ren21.net/wp-content/uploads/2016/10/REN21_GSR2016_FullReport_en_11.pdf",NA,2011,NA,"Climate Policy Database"
"1899","European Union","EUE",NA,NA,"European Directive establishing a Greenhouse Emissions Trading Scheme",NA,"https://www.emissions-euets.com/directive-200387ec-of-the-european-parliament-and-of-the-council-of-13-october-2003-establishing-a-scheme-for-greenhouse-gas-emission-allowance-trading",NA,2003,NA,"Climate Policy Database"
"1900","India","IND",NA,NA,"National Renewable Energy Law","This Act is broadly classified into the following sections:
1. Institutional Structure: The constitution of decision-making and advisory bodies in the
government, which ensure the development and implementation of a stable and conducive policy
regime to facilitate investments for development of renewable energy sources.
2. Supportive Eco – System: The development of conducive ecosystem, which promotes the
utilization of RE sources and permits investments. This includes, RE Policy and Plan, Resource
assessment, policies on testing, monitoring and verification, and indigenous manufacturing of
components.
3. Economic and Financial Framework: Constitution and operation of National and State level
funds to support achieving of the objectives of this Act.
4. RE Applications: This section covers the application of the above described framework to two
main categories of renewable sources:
a. Distributed Renewable Energy Applications and Energy Access
b. Grid connected Renewable Electricity","http://www.indiaenvironmentportal.org.in/content/414501/national-renewable-energy-act-2015/",NA,2015,NA,"Climate Policy Database"
"1901","Italy","ITA",NA,NA,"Biomethane subsidies",NA,"https://www.iea.org/policies/5553-biomethane-subsidies?country=Italy&qs=italy",NA,2014,NA,"Climate Policy Database"
"1902","Georgia","GEO",NA,NA,"Georgia's 2030 Strategy and 2021–2023 Action Plan for Climate Change Mitigation (CSAP)","The 2030 Strategy and 2021 – 2023 Action Plan for Climate Change Mitigation is a coordinated response to national climate change mitigation objectives 
Georgia’s 2030 Climate Strategy and 2021-2023 Action Plan (hereinafter Climate Strategy and Action Plan or CSAP) sets out the short-term agenda for the implementation of Georgia’s 2030 greenhouse gas (GHG) emissions reduction target for climate change mitigation, as set in Georgia’s Updated Nationally Determined Contribution (NDC). The CSAP 2021-2023 Action Plan identifies planned and new mitigation actions that should be implemented by or during the 2021-2023 period, which have direct relevance for the reduction of GHG emissions.   ","http://www.eiec.gov.ge/getattachment/30bb3f45-7d2e-442d-8b47-26bd650e72db/CSAP-01-12-2020.pdf.aspx
https://mepa.gov.ge/En/PublicInformation/32027",2021,2021,2030,"Climate Policy Database"
"1903","Slovakia","SVK",NA,NA,"Act No. 250/2012 on regulation of network industries as amended","Legislative","https://www.climate-laws.org/geographies/slovakia/laws/act-no-250-2012-on-regulation-of-network-industries-as-amended",NA,2012,NA,"Climate Policy Database"
"1904","India","IND",NA,NA,"Karnataka Renewable Energy Policy","This policy was designed to promote and harness the state's renewable potential. The targets are: a. Additional capacity of 4200 MW by 2014. b. Emphasis on Energy Conservation and Energy Efficiency by a saving of 1500 MU per year (900 MW by 2014). IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]","https://www.iea.org/policies/6208-karnataka-renewable-energy-policy-2009-2014?country=India&page=5&qs=india
https://kredlinfo.in/general/Renewable%20Energy%20Policy%202009-14.pdf",NA,2009,NA,"Climate Policy Database"
"1905","United States of America","USA",NA,NA,"Renewable Portfolio Standard -- Massachusetts",NA,"http://www.masstech.org/cleanenergy/policy/rps.htm",NA,1997,NA,"Climate Policy Database"
"1906","Australia","AUS",NA,NA,"National Code for Wind Farm Construction",NA,"http://www.environment.gov.au",NA,2006,NA,"Climate Policy Database"
"1907","United States of America","USA",NA,NA,"Maryland Clean Energy Production Tax Credit",NA,"http://energy.maryland.gov/incentives/allprograms/cep_taxcredit.asp",NA,2006,NA,"Climate Policy Database"
"1908","Slovakia","SVK",NA,NA,"Act No. 373/2012 Coll. on emergency stocks of oil and oil products and amending the Act on the promotion of renewable energy sources and high efficiency cogeneration","Legislative","https://www.climate-laws.org/geographies/slovakia/laws/act-no-373-2012-coll-on-emergency-stocks-of-oil-and-oil-products-and-amending-the-act-on-the-promotion-of-renewable-energy-sources-and-high-efficiency-cogeneration",NA,2012,NA,"Climate Policy Database"
"1909","United States of America","USA",NA,NA,"Electric Permitting, Siting and Analysis",NA,"http://www.oe.energy.gov/our_organization/psa.htm",NA,2005,NA,"Climate Policy Database"
"1910","Czechia","CZE",NA,NA,"State Energy Policy 2004","The new State Energy Policy approved by the government in March 2004 has, as one of its highest priorities, the increased use of renewables and it sets measures to promote this aim. The State Energy Policy set targets of 15-16% contribution to TPES from renewable sources to be achieved by 2030, and 17% for the share of renewables in electricity consumption. The Policy envisions that biomass will play the most important role in the growth of renewables. It contains incentives and measures to be used for the promotion of renewables as described in the legal and policy acts above. The State Energy Policy was to be updated in 2010, in line with amendments to the Czech Republic Climate Protection Policy, so that these work together in a harmonised manner.
Ammended in 2015 IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]","https://www.mpo.cz/zprava161030.html",NA,2004,2030,"Climate Policy Database"
"1911","Bulgaria","BGR",NA,NA,"Ordinance on the Vocational Education for “Fitters of Energy Equipment and Installations”","The ordinance regulates the vocational education for technicians in the energy sector, including those in renewable energy. The certification/training programme for installers is based on articles 20a – 20e of the Energy from Renewable Sources Act, which state that the installation, maintenance, repair and reconstruction of renewable energy facilities with a capacity up to 30 kW for buildings in urban areas and up to 200 kW for buildings in industrial areas shall be performed by people registered by the State Agency for Metrological and Technical Surveillance (SAMTS) and having received a certificate issued by the SAMTS. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]","https://www.iea.org/policies/5425-ordice-on-the-vocational-education-for-fitters-of-energy-equipment-and-installations?country=Bulgaria&qs=bulgaria",NA,2012,NA,"Climate Policy Database"
"1912","France","FRA",NA,NA,"Law on the End of Exploration and Exploitation of Hydrocarbons and Diverse Dispositions Related to Energy and the Environment","Law No. 2017-1839: The Law modifies several articles from the French mining code and imposes an end to all activities of exploration and exploitation of hydrocarbon fossil fuels on the French territory by 2040. The ban includes gas, oil and coal, and stipulates that no further permit will be granted by the government.","https://climate-laws.org/cclow/geographies/france/laws/law-no-2017-1839-on-the-end-of-exploration-and-exploitation-of-hydrocarbons-and-diverse-dispositions-related-to-energy-and-the-environment",NA,2017,NA,"Climate Policy Database"
"1913","France","FRA",NA,NA,"Biogas Program",NA,"https://www.iea.org/policies/3548-biogas-program?country=France&page=4&qs=fran",NA,1999,2001,"Climate Policy Database"
"1914","Spain","ESP",NA,NA,"Royal Decree 1614/2010 on New Regulation on Electrical Energy from Wind and Thermal Electric Technologies","The Royal Decree 1614/2010 first adjusts electricity feed-in tariffs allocated to wind generated power. The latest will be cut down by 35% as from early 2011. The aim of such a cut is to generated important savings and adapt to new market structures. The Royal Decree moreover establishes, for thermal and wind electricity, a share of equivalent generated hour per year - net electricity generated over the year divided by the power stations nominal power- eligible for government support. Once that limit is reached, the excess electricity generated by that particular installation during that particular year will not be entitled for any financial support. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]","https://www.iea.org/policies/5014-new-regulation-on-electrical-energy-from-wind-and-thermal-electric-technologies-royal-decree-16142010?country=Spain&page=4&qs=spai",NA,2010,NA,"Climate Policy Database"
"1915","Germany","DEU",NA,NA,"Fourth Energy Research Programmme (4. Energieforschungsprogramm)",NA,"http://www.bmwi.de",NA,1996,NA,"Climate Policy Database"
"1916","Canada","CAN",NA,NA,"Greenhouse Gas Pollution Pricing Act","The Greenhouse Gas Pollution Pricing Act implements a revenue-neutral carbon tax. In 2019, it started at $20/t, and was to increase $10/t a year to reach $50/t by 2022. Considering some states have carbon pricing systems (Alberta TIER 2007, British Columbia's carbon tax 2008, Quebec CaT 2013, Alberta's carbon tax 2017), the law will apply to states where no such policy is implemented. The policy also encompasses the Federal Fuel Charge.","https://www.oecd.org/tax/taxing-energy-use-efde7a25-en.htm",NA,2018,NA,"Climate Policy Database"
"1917","Republic of Korea","KOR",NA,NA,"Regional Deployment Program",NA,"https://www.iea.org/policies/3967-regional-deployment-program?page=15&region=Asia%20Pacific&type=Strategic%20planning%2CAuditing%2CResearch%2C%20development%20and%20deployment%2CPerformance%20labels%2CGrants%2Fsubsidy",1997,1997,2006,"Climate Policy Database"
"1918","Turkey","TUR",NA,NA,"Emissions Trading Scheme",NA,"https://www.thepmr.org/country/turkey-0",NA,2011,NA,"Climate Policy Database"
"1919","United States of America","USA",NA,NA,"Powerful $avings Campaign",NA,"http://www.energy.gov/engine/content.do?PUBLIC_ID=15931&BT_CODE=PR_PRESSRELEASES&TT_CODE=PRESSRELEASE",NA,2004,NA,"Climate Policy Database"
"1920","South Africa","ZAF",NA,NA,"Free Basic Alternative Energy Policy (Household Energy Support)",NA,"http://www.energy.gov.za/files/policies/Free%20Basic%20Alternative%20Energy%20Policy%202007.pdf",NA,2007,NA,"Climate Policy Database"
"1921","Peru","PER",NA,NA,"National Rural Electrification Plan 2013-2022","For the period 2013-2022, the plan aims to invest USD 1280 million in rural electric systems, USD 53 million in small hydropower plants, USD 294 million in solar PV modules, and USD 42.5 in wind power plants.","https://www.iea.org/policies/6317-2013-2022-national-rural-electrification-plan-of-peru-plan-nacional-de-electrificacion-rural-pner-periodo-2013-2022?country=Peru&qs=peru
http://dger.minem.gob.pe/ArchivosDger/PNER_2013-2022/PNER-2013-2022%20Texto.pdf",2013,2012,2022,"Climate Policy Database"
"1922","Japan","JPN",NA,NA,"Nuclear Power Awareness Campaign",NA,NA,NA,1999,NA,"Climate Policy Database"
"1923","India","IND",NA,NA,"National Wind Mission","The Twelfth Five Year Plan proposed a National Wind Energy Mission. The new target is set at 60 GW installed capacity of wind power by 2022.","http://www4.unfccc.int/submissions/INDC/Published%20Documents/India/1/INDIA%20INDC%20TO%20UNFCCC.pdf
http://www.windpowermonthly.com/article/1366917/india-pledges-bold-60gw-wind-target",NA,2015,2020,"Climate Policy Database"
"1924","Indonesia","IDN",NA,NA,"Ministerial Regulation 01/12 Accelerating Development of Geothermal Energy Supply (revised Ministerial Regulation 15/2010)","Executive","http://jdih.esdm.go.id/peraturan/Permen%20ESDM%2001%202012.pdf",NA,2012,NA,"Climate Policy Database"
"1925","Romania","ROU",NA,NA,"Law on Energy efficiency 121/2014","Legislative","https://romaniascout.ro/law-1212014/",NA,2014,NA,"Climate Policy Database"
"1926","China","CHN",NA,NA,"Law on Protection of Oil and Natural Gas Pipelines",NA,"http://unfccc.int/resource/docs/natc/chnnc2e.pdf",NA,2012,NA,"Climate Policy Database"
"1927","Italy","ITA",NA,NA,"National Energy Strategy","Italy's National Energy Strategy sets targets for renewables, energy efficiency and decarbonization. It specifies actions to reach those goals and proposes a doubling in investment for clean energy research.","https://www.mise.gov.it/images/stories/documenti/BROCHURE_ENG_SEN.PDF",NA,2017,NA,"Climate Policy Database"
"1928","Germany","DEU",NA,NA,"100 000 Roofs Solar Power Programme",NA,"http://www.kfw.de",NA,1999,NA,"Climate Policy Database"
"1929","United Kingdom","GBR",NA,NA,"Energy White Paper","The Energy White Paper puts in place a strategy for the wider energy system that transforms UK's energy and supports green recovery. The main points of the strategy is to transform the energy system by moving away from coal and investing in clean sources for energy supply, such offshore wind energy, pledging to generate carbon-free electricity by 2050. The document outlines investment in technologies as Carbon Capture and Storage (CCS), hydrogen and electric vehicles to decarbonise industry and transport sector. In the building sector, a gradual move away from fossil fuel boilers replace such appliances for lower carbon intensive alternatives. Finally, the document lays out a plan to establish the UK-ETS in order to replace the EU-ETS.","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/945899/201216_BEIS_EWP_Command_Paper_Accessible.pdf
https://www.nsenergybusiness.com/features/uk-energy-white-paper/",2021,2020,NA,"Climate Policy Database"
"1930","Australia","AUS",NA,NA,"Renewable Energy Bonus Scheme",NA,"https://hipages.com.au/article/renewable_energy_bonus_scheme_20_february_2010",NA,2010,2012,"Climate Policy Database"
"1931","Turkey","TUR",NA,NA,"Regulation of the Electricity Market Connection and Use of System","The regulation fixes the framework conditions for the connection and the use of the grid.","http://www.res-legal.eu/search-by-country/turkey/sources/t/source/src/emtdn/",NA,2014,NA,"Climate Policy Database"
