"","Policy","ISO","year","Policytype","Policytype_detail","Policy_name_fig_1","Policy_name_fig_2_3","Policy_name_fig_4","Market_non_market","Cluster_categories","source","label","policy_sign","Module","Value","diff","diff_2","introduction","phase_out","diff_adj","diff_2_adj","diff_2_adj_neg","diff_adj_neg"
"138","BanPhaseOutCoal","FRA",2017,"NMBI","Technology Standards","Ban & phase out (coal plants)","Ban & phase out","Ban & phase out","Non-market","Regulation","OECD","jump","positive","Electricity",6,4,6,0,0,1,0,0,0
"139","BanPhaseOutCoal","GBR",2015,"NMBI","Technology Standards","Ban & phase out (coal plants)","Ban & phase out","Ban & phase out","Non-market","Regulation","OECD","jump","positive","Electricity",2,2,2,1,0,1,1,0,0
"140","BanPhaseOutCoal","GBR",2017,"NMBI","Technology Standards","Ban & phase out (coal plants)","Ban & phase out","Ban & phase out","Non-market","Regulation","OECD","jump","positive","Electricity",6,4,4,0,0,1,1,0,0
"141","BanPhaseOutCoal","ISR",2018,"NMBI","Technology Standards","Ban & phase out (coal plants)","Ban & phase out","Ban & phase out","Non-market","Regulation","OECD","jump","positive","Electricity",5,5,5,1,0,1,1,0,0
"142","BanPhaseOutCoal","ITA",2017,"NMBI","Technology Standards","Ban & phase out (coal plants)","Ban & phase out","Ban & phase out","Non-market","Regulation","OECD","jump","positive","Electricity",6,6,6,1,0,1,1,0,0
"143","BanPhaseOutCoal","KOR",2021,"NMBI","Technology Standards","Ban & phase out (coal plants)","Ban & phase out","Ban & phase out","Non-market","Regulation","OECD","jump","positive","Electricity",3,3,3,1,0,1,1,0,0
"144","BanPhaseOutCoal","NLD",2017,"NMBI","Technology Standards","Ban & phase out (coal plants)","Ban & phase out","Ban & phase out","Non-market","Regulation","OECD","jump","positive","Electricity",5,5,5,1,0,1,1,0,0
"145","BanPhaseOutCoal","NOR",2021,"NMBI","Technology Standards","Ban & phase out (coal plants)","Ban & phase out","Ban & phase out","Non-market","Regulation","OECD","jump","positive","Electricity",2,2,2,1,0,1,1,0,0
"146","BanPhaseOutCoal","SWE",2017,"NMBI","Technology Standards","Ban & phase out (coal plants)","Ban & phase out","Ban & phase out","Non-market","Regulation","OECD","jump","positive","Electricity",6,6,6,1,0,1,1,0,0
"147","BanPhaseOutCoal","SWE",2020,"NMBI","Technology Standards","Ban & phase out (coal plants)","Ban & phase out","Ban & phase out","Non-market","Regulation","OECD","jump","positive","Electricity",8,2,2,0,0,1,1,0,0
"148","Bans Phase Outs Fossil Fuel Extraction","DNK",2020,"NMBI","Technology Standards","","Bans Phase Outs Fossil Fuel Extraction","Ban & phase out","Non-market","Regulation","OECD","jump","positive","Cross_sectoral",5,5,5,1,0,1,1,0,0
"149","Bans Phase Outs Fossil Fuel Extraction","ESP",2021,"NMBI","Technology Standards","","Bans Phase Outs Fossil Fuel Extraction","Ban & phase out","Non-market","Regulation","OECD","slow_increase","positive","Cross_sectoral",7,7,7,1,0,1,1,0,0
"150","Bans Phase Outs Fossil Fuel Extraction","FRA",2017,"NMBI","Technology Standards","","Bans Phase Outs Fossil Fuel Extraction","Ban & phase out","Non-market","Regulation","OECD","jump","positive","Cross_sectoral",4,4,4,1,0,1,1,0,0
"151","Bans Phase Outs Fossil Fuel Extraction","FRA",2021,"NMBI","Technology Standards","","Bans Phase Outs Fossil Fuel Extraction","Ban & phase out","Non-market","Regulation","OECD","slow_increase","positive","Cross_sectoral",6,2,2,0,0,1,1,0,0
"152","Bans Phase Outs Fossil Fuel Extraction","SWE",2021,"NMBI","Technology Standards","","Bans Phase Outs Fossil Fuel Extraction","Ban & phase out","Non-market","Regulation","OECD","jump","positive","Cross_sectoral",4,4,4,1,0,1,1,0,0
"153","Carbon Tax Electricity","CAN",2007,"MBI","Carbon Pricing","Carbon tax","Carbon tax","Taxation","Market","Pricing","OECD","jump","positive","Electricity",1,1,1,1,0,0,0,0,0
"154","Carbon Tax Electricity","CAN",2011,"MBI","Carbon Pricing","Carbon tax","Carbon tax","Taxation","Market","Pricing","OECD","jump","positive","Electricity",3,1,2,0,0,0,1,0,0
"155","Carbon Tax Electricity","CAN",2012,"MBI","Carbon Pricing","Carbon tax","Carbon tax","Taxation","Market","Pricing","OECD","slow_increase","positive","Electricity",4,1,2,0,0,0,1,0,0
"156","Carbon Tax Electricity","CAN",2015,"MBI","Carbon Pricing","Carbon tax","Carbon tax","Taxation","Market","Pricing","OECD","jump","negative","Electricity",2,-2,-2,0,0,0,0,1,1
"157","Carbon Tax Electricity","CAN",2017,"MBI","Carbon Pricing","Carbon tax","Carbon tax","Taxation","Market","Pricing","OECD","jump","positive","Electricity",5,3,3,0,0,1,1,0,0
"158","Carbon Tax Electricity","CAN",2018,"MBI","Carbon Pricing","Carbon tax","Carbon tax","Taxation","Market","Pricing","OECD","jump","negative","Electricity",2,-3,0,0,0,0,0,0,1
"159","Carbon Tax Electricity","CAN",2019,"MBI","Carbon Pricing","Carbon tax","Carbon tax","Taxation","Market","Pricing","OECD","jump","positive","Electricity",8,6,3,0,0,1,1,0,0
"160","Carbon Tax Electricity","CAN",2020,"MBI","Carbon Pricing","Carbon tax","Carbon tax","Taxation","Market","Pricing","OECD","jump","positive","Electricity",10,2,8,0,0,1,0,0,0
"161","Carbon Tax Electricity","JPN",2012,"MBI","Carbon Pricing","Carbon tax","Carbon tax","Taxation","Market","Pricing","OECD","jump","positive","Electricity",5,5,5,1,0,1,1,0,0
"162","Carbon Tax Electricity","JPN",2022,"MBI","Carbon Pricing","Carbon tax","Carbon tax","Taxation","Market","Pricing","OECD","jump","negative","Electricity",3,-1,-2,0,0,0,0,1,0
"163","Carbon Tax Industry","CAN",2007,"MBI","Carbon Pricing","Carbon tax","Carbon tax","Taxation","Market","Pricing","OECD","jump","positive","Industry",1,1,1,1,0,0,0,0,0
"164","Carbon Tax Industry","CAN",2016,"MBI","Carbon Pricing","Carbon tax","Carbon tax","Taxation","Market","Pricing","OECD","jump","negative","Industry",1,-1,-2,0,0,0,0,1,0
"165","Carbon Tax Industry","CAN",2017,"MBI","Carbon Pricing","Carbon tax","Carbon tax","Taxation","Market","Pricing","OECD","jump","positive","Industry",4,3,2,0,0,1,1,0,0
"166","Carbon Tax Industry","CAN",2018,"MBI","Carbon Pricing","Carbon tax","Carbon tax","Taxation","Market","Pricing","OECD","jump","negative","Industry",2,-2,1,0,0,0,0,0,1
"167","Carbon Tax Industry","CAN",2019,"MBI","Carbon Pricing","Carbon tax","Carbon tax","Taxation","Market","Pricing","OECD","jump","positive","Industry",6,4,2,0,0,1,1,0,0
"168","Carbon Tax Industry","CAN",2020,"MBI","Carbon Pricing","Carbon tax","Carbon tax","Taxation","Market","Pricing","OECD","jump","positive","Industry",8,2,6,0,0,1,0,0,0
"169","Carbon Tax Industry","CAN",2021,"MBI","Carbon Pricing","Carbon tax","Carbon tax","Taxation","Market","Pricing","OECD","jump","positive","Industry",10,2,4,0,0,1,0,0,0
"170","Carbon Tax Industry","JPN",2012,"MBI","Carbon Pricing","Carbon tax","Carbon tax","Taxation","Market","Pricing","OECD","jump","positive","Industry",4,4,4,1,0,1,1,0,0
"171","Carbon Tax Industry","JPN",2015,"MBI","Carbon Pricing","Carbon tax","Carbon tax","Taxation","Market","Pricing","OECD","jump","negative","Industry",2,-1,-2,0,0,0,0,1,0
"172","Carbon tax","FRA",2014,NA,NA,"Carbon tax","Carbon tax","Taxation","Market","Pricing","add-on","jump",NA,"Industry",NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","Carbon tax","FRA",2017,NA,NA,"Carbon tax","Carbon tax","Taxation","Market","Pricing","add-on","jump",NA,"Industry",NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","ETS","AUS",2012,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","positive","Electricity",9,9,9,1,0,1,1,0,0
"175","ETS","AUS",2014,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","negative","Electricity",0,-9,-9,0,1,0,0,1,1
"176","ETS","AUT",2005,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","positive","Electricity",6,6,6,1,0,1,1,0,0
"177","ETS","AUT",2006,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","positive","Electricity",8,2,8,0,0,1,0,0,0
"178","ETS","AUT",2007,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","negative","Electricity",4,-4,-2,0,0,0,0,1,1
"179","ETS","AUT",2008,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","positive","Electricity",8,4,0,0,0,1,0,0,0
"180","ETS","AUT",2009,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","negative","Electricity",6,-2,2,0,0,0,0,0,1
"181","ETS","AUT",2012,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","negative","Electricity",5,-2,-1,0,0,0,0,0,1
"182","ETS","AUT",2018,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","positive","Electricity",7,1.5,2,0,0,1,1,0,0
"183","ETS","AUT",2019,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","slow_increase","positive","Industry",8,1,2,0,0,0,1,0,0
"184","ETS","BEL",2005,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","positive","Electricity",6,6,6,1,0,1,1,0,0
"185","ETS","BEL",2006,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","positive","Electricity",8,2,8,0,0,1,0,0,0
"186","ETS","BEL",2007,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","negative","Electricity",4,-4,-2,0,0,0,0,1,1
"187","ETS","BEL",2008,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","positive","Electricity",8,4,0,0,0,1,0,0,0
"188","ETS","BEL",2009,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","negative","Electricity",6,-2,2,0,0,0,0,0,1
"189","ETS","BEL",2012,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","negative","Electricity",5,-2,-1,0,0,0,0,0,1
"190","ETS","BEL",2018,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","positive","Electricity",7,1.5,2,0,0,1,1,0,0
"191","ETS","BEL",2019,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","slow_increase","positive","Industry",8,1,2,0,0,0,1,0,0
"192","ETS","CAN",2007,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","positive","Electricity",6,6,6,1,0,1,1,0,0
"193","ETS","CAN",2017,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","positive","Electricity",8,1,2,0,0,0,1,0,0
"194","ETS","CHE",2011,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","positive","Electricity",7,7,7,1,0,1,1,0,0
"195","ETS","CHE",2014,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","positive","Electricity",10,2,3,0,0,1,1,0,0
"196","ETS","CHE",2015,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","negative","Electricity",8,-2,0,0,0,0,0,0,1
"197","ETS","CHE",2020,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","positive","Electricity",10,2,3,0,0,1,1,0,0
"198","ETS","CHN",2014,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","positive","Electricity",6,6,6,1,0,1,1,0,0
"199","ETS","DEU",2005,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","positive","Electricity",6,6,6,1,0,1,1,0,0
"200","ETS","DEU",2006,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","positive","Electricity",8,2,8,0,0,1,0,0,0
"201","ETS","DEU",2007,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","negative","Electricity",4,-4,-2,0,0,0,0,1,1
"202","ETS","DEU",2008,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","positive","Electricity",8,4,0,0,0,1,0,0,0
"203","ETS","DEU",2009,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","negative","Electricity",6,-2,2,0,0,0,0,0,1
"204","ETS","DEU",2012,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","negative","Electricity",5,-2,-1,0,0,0,0,0,1
"205","ETS","DEU",2018,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","positive","Electricity",7,1.5,2,0,0,1,1,0,0
"206","ETS","DEU",2019,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","slow_increase","positive","Industry",8,1,2,0,0,0,1,0,0
"207","ETS","DNK",2005,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","positive","Electricity",6,6,6,1,0,1,1,0,0
"208","ETS","DNK",2006,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","positive","Electricity",8,2,8,0,0,1,0,0,0
"209","ETS","DNK",2007,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","negative","Electricity",4,-4,-2,0,0,0,0,1,1
"210","ETS","DNK",2008,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","positive","Electricity",8,4,0,0,0,1,0,0,0
"211","ETS","DNK",2009,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","negative","Electricity",6,-2,2,0,0,0,0,0,1
"212","ETS","DNK",2012,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","negative","Electricity",5,-2,-1,0,0,0,0,0,1
"213","ETS","DNK",2018,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","positive","Electricity",7,1.5,2,0,0,1,1,0,0
"214","ETS","DNK",2019,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","slow_increase","positive","Industry",8,1,2,0,0,0,1,0,0
"215","ETS","ESP",2005,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","positive","Electricity",6,6,6,1,0,1,1,0,0
"216","ETS","ESP",2006,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","positive","Electricity",8,2,8,0,0,1,0,0,0
"217","ETS","ESP",2007,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","negative","Electricity",4,-4,-2,0,0,0,0,1,1
"218","ETS","ESP",2008,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","positive","Electricity",8,4,0,0,0,1,0,0,0
"219","ETS","ESP",2009,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","negative","Electricity",6,-2,2,0,0,0,0,0,1
"220","ETS","ESP",2012,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","negative","Electricity",5,-2,-1,0,0,0,0,0,1
"221","ETS","ESP",2018,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","positive","Electricity",7,1.5,2,0,0,1,1,0,0
"222","ETS","ESP",2019,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","slow_increase","positive","Industry",8,1,2,0,0,0,1,0,0
"223","ETS","FIN",2005,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","positive","Electricity",6,6,6,1,0,1,1,0,0
"224","ETS","FIN",2006,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","positive","Electricity",8,2,8,0,0,1,0,0,0
"225","ETS","FIN",2007,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","negative","Electricity",4,-4,-2,0,0,0,0,1,1
"226","ETS","FIN",2008,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","positive","Electricity",8,4,0,0,0,1,0,0,0
"227","ETS","FIN",2009,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","negative","Electricity",6,-2,2,0,0,0,0,0,1
"228","ETS","FIN",2012,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","negative","Electricity",5,-2,-1,0,0,0,0,0,1
"229","ETS","FIN",2018,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","positive","Electricity",7,1.5,2,0,0,1,1,0,0
"230","ETS","FIN",2019,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","slow_increase","positive","Industry",8,1,2,0,0,0,1,0,0
"231","ETS","FRA",2005,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","positive","Electricity",6,6,6,1,0,1,1,0,0
"232","ETS","FRA",2006,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","positive","Electricity",8,2,8,0,0,1,0,0,0
"233","ETS","FRA",2007,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","negative","Electricity",4,-4,-2,0,0,0,0,1,1
"234","ETS","FRA",2008,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","positive","Electricity",8,4,0,0,0,1,0,0,0
"235","ETS","FRA",2009,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","negative","Electricity",6,-2,2,0,0,0,0,0,1
"236","ETS","FRA",2012,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","negative","Electricity",5,-2,-1,0,0,0,0,0,1
"237","ETS","FRA",2018,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","positive","Electricity",7,1.5,2,0,0,1,1,0,0
"238","ETS","FRA",2019,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","slow_increase","positive","Industry",8,1,2,0,0,0,1,0,0
"239","ETS","GBR",2005,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","positive","Electricity",6,6,6,1,0,1,1,0,0
"240","ETS","GBR",2006,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","positive","Electricity",8,2,8,0,0,1,0,0,0
"241","ETS","GBR",2007,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","negative","Electricity",4,-4,-2,0,0,0,0,1,1
"242","ETS","GBR",2008,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","positive","Electricity",8,4,0,0,0,1,0,0,0
"243","ETS","GBR",2009,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","negative","Electricity",6,-2,2,0,0,0,0,0,1
"244","ETS","GBR",2012,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","negative","Electricity",5,-2,-1,0,0,0,0,0,1
"245","ETS","GBR",2014,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","positive","Electricity",7,1,2,0,0,0,1,0,0
"246","ETS","GBR",2015,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","slow_increase","positive","Electricity",8,1,2,0,0,0,1,0,0
"247","ETS","GBR",2018,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","positive","Industry",7,1,2,0,0,0,1,0,0
"248","ETS","GBR",2019,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","slow_increase","positive","Industry",8,1,2,0,0,0,1,0,0
"249","ETS","GBR",2021,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","negative","Electricity",0,-8,-8,0,1,0,0,1,1
"250","ETS","GBR",2022,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","positive","Electricity",9,9,1,0,0,1,0,0,0
"251","ETS","ITA",2005,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","positive","Electricity",6,6,6,1,0,1,1,0,0
"252","ETS","ITA",2006,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","positive","Electricity",8,2,8,0,0,1,0,0,0
"253","ETS","ITA",2007,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","negative","Electricity",4,-4,-2,0,0,0,0,1,1
"254","ETS","ITA",2008,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","positive","Electricity",8,4,0,0,0,1,0,0,0
"255","ETS","ITA",2009,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","negative","Electricity",6,-2,2,0,0,0,0,0,1
"256","ETS","ITA",2012,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","negative","Electricity",5,-2,-1,0,0,0,0,0,1
"257","ETS","ITA",2018,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","positive","Electricity",7,1.5,2,0,0,1,1,0,0
"258","ETS","ITA",2019,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","slow_increase","positive","Industry",8,1,2,0,0,0,1,0,0
"259","ETS","JPN",2018,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","positive","Industry",4,4,4,1,0,1,1,0,0
"260","ETS","KOR",2015,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","positive","Electricity",7,7,7,1,0,1,1,0,0
"261","ETS","NLD",2005,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","positive","Electricity",6,6,6,1,0,1,1,0,0
"262","ETS","NLD",2006,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","positive","Electricity",8,2,8,0,0,1,0,0,0
"263","ETS","NLD",2007,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","negative","Electricity",4,-4,-2,0,0,0,0,1,1
"264","ETS","NLD",2008,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","positive","Electricity",8,4,0,0,0,1,0,0,0
"265","ETS","NLD",2009,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","negative","Electricity",6,-2,2,0,0,0,0,0,1
"266","ETS","NLD",2013,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","negative","Electricity",5,-1,-2,0,0,0,0,1,0
"267","ETS","NLD",2018,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","positive","Electricity",7,1.5,2,0,0,1,1,0,0
"268","ETS","NLD",2019,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","slow_increase","positive","Industry",8,1,2,0,0,0,1,0,0
"269","ETS","NOR",2005,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","positive","Electricity",3,3,3,1,0,1,1,0,0
"270","ETS","NOR",2008,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","positive","Electricity",8,5,5,0,0,1,1,0,0
"271","ETS","NOR",2009,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","negative","Electricity",6,-2,3,0,0,0,0,0,1
"272","ETS","NOR",2012,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","negative","Electricity",5,-2,-1,0,0,0,0,0,1
"273","ETS","NOR",2018,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","positive","Electricity",7,1.5,2,0,0,1,1,0,0
"274","ETS","NOR",2019,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","slow_increase","positive","Industry",8,1,2,0,0,0,1,0,0
"275","ETS","SWE",2005,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","positive","Electricity",6,6,6,1,0,1,1,0,0
"276","ETS","SWE",2006,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","positive","Electricity",8,2,8,0,0,1,0,0,0
"277","ETS","SWE",2007,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","negative","Electricity",4,-4,-2,0,0,0,0,1,1
"278","ETS","SWE",2008,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","positive","Electricity",8,4,0,0,0,1,0,0,0
"279","ETS","SWE",2009,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","negative","Electricity",6,-2,2,0,0,0,0,0,1
"280","ETS","SWE",2012,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","negative","Electricity",5,-2,-1,0,0,0,0,0,1
"281","ETS","SWE",2018,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","positive","Electricity",7,1.5,2,0,0,1,1,0,0
"282","ETS","SWE",2019,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","slow_increase","positive","Industry",8,1,2,0,0,0,1,0,0
