Policy,URL,Description,Source,Last updated,Learn more,Topics,Policy types,Sectors,Technologies,End uses,Country,Year,Status,Jurisdiction,country_code
Climate decree,https://www.iea.org/policies/8786-climate-decree,"In order to comply with the EU directive 2008/50/EC on air quality, Italy has adopted the ""climate decree"". It contains several different measures aiming at improving air quality, reducing waste and improving soil quality. Measures aimed at increasing urban air quality include: direct subsidies for cities to increase urban vegetation; a grant of 500€ for individuals to scrap inefficient cars or two wheelers that can be used towards the cost of purchase public transport and/or electric bikes; and support to increase the introduction of electric school buses.",Undefined,16 December 2019,https://www.gazzettaufficiale.it/showNewsDetail?id=2126&provenienza=home,Energy Efficiency,"Strategic plans|Payments, finance and taxation|Payments and transfers|Urban planning|Targets, plans and framework legislation|Grants",Transport|Road transport|Passenger transport (Road)|Mass road transit|Private - Individual (Road),Road vehicles|2 and 3 wheelers (motorised)|Small and medium cars|Transport technologies|Active transport (incl. with motorised assistance)|Vehicle type,Undefined,Italy,2019,In force,National,ITA
Electric vehicle and e-mobility initiative,https://www.iea.org/policies/2975-electric-vehicle-and-e-mobility-initiative,"As a contribution to the goals of the National Energy and Climate Plan, the Austrian government promotes the adoption of electric vehicles for private buyers as well as for businesses and public institutions/municipalities through tax breaks, subsidies and grants",Undefined,5 July 2021,https://www.bmk.gv.at/themen/alternative_verkehrskonzepte/elektromobilitaet/foerderungen/e-mobilitaet2020.html,Energy Efficiency,"Payments, finance and taxation|Taxes, fees and charges",Transport|Road transport|Passenger transport (Road),"Road vehicles|Large cars, SUVs, passenger / pickup trucks and light duty vehicles|Drive train or engine|Battery electric|Transport technologies|Battery technologies",Undefined,Austria,2019,Ended,National,AUT
"Green Deal on Sea Transport, Inland Shipping and Harbours",https://www.iea.org/policies/8645-green-deal-on-sea-transport-inland-shipping-and-harbours,"The national government, provinces, port authorities, maritime sector organisations, shippers, transport companies, banks, and research institutes are joining forces to promote sustainability in the shipping sectors. The parties have concluded a Green Deal with Minister Van Nieuwenhuizen (Infrastructure and Water Management) comprising dozens of measures to substantially reduce the emission of harmful airborne substances and CO2 emissions by the inland and sea shipping sectors.     One of the agreements is that a sustainability label will be introduced for inland vessels. In the future, such a label will qualify captains for a discount on harbour dues; it can also be used to secure funding for a vessel. Minister Van Nieuwenhuizen will set aside 15 million euros for the inland shipping sector to promote innovations. The grant scheme will be used, among other things, to purchase clean engines.     The parties have also set down agreements aimed at fostering the sustainability of maritime transport. They intend to give impetus to the introduction of zero emission vessels. Furthermore, the sector is committed to the introduction of a zero-emission vessel by 2030. The Government Shipping Company, in its capacity as launching customer, intends to play a key role in these efforts. The Minister has earmarked 5 million euros for studies into new technologies to make maritime transport sustainable.",Undefined,24 August 2021,https://www.greendeals.nl/sites/default/files/2019-11/GD230%20Green%20Deal%20on%20Maritime%20and%20Inland%20shipping%20and%20Ports.pdf,Energy Efficiency|Technology R&D and innovation,"Strategic plans|Payments, finance and taxation|Payments and transfers|Targets, plans and framework legislation|Grants",Transport|Water transport,Vessels|Transport technologies|Vehicle type,Undefined,Netherlands,2019,In force,National,NLD
Ordinance (2019:525) on state aid for the installation of charging points for electric vehicles,https://www.iea.org/policies/6957-ordinance-2019525-on-state-aid-for-the-installation-of-charging-points-for-electric-vehicles,"Grants may only be given for charging points which, when installed, are:    1. found on a property that the applicant for the grant owns or holds with special right;   2. are located at a residence or workplace and are intended to be used mainly by those who live in the home or by those employed in the workplace;   3. are installed by an electrical installation company or an electrician as referred to in the Electricity Safety Act (2016: 732); and   4. are prepared for electricity measurement and charging of electricity cost and equipped with at least the outlets or connectors for electric vehicles of type 2 described in standard EN 62196-2 or type Combo 2 described in the standard EN 62196-3. Contributions to companies may only be granted in accordance with the conditions set out in Chapter I and Article 56 of Commission Regulation (EU) No 651/2014 or Commission Regulation (EU) No 1407/2013. Grants may not be given for measures that:   1. must be implemented to fulfill an obligation under law or other statutes or under the terms of a permit, or   2. justify grants under the Ordinance (2017: 1318) on grants to private persons for the installation of charging point for electric vehicles. Eligible costs are material and labor costs for measures taken after the entry into force of this Regulation and needed to install a charging point, such as the cost of a charging box and the drawing of electricity. Labor costs are eligible only if they relate to work performed by someone who is approved for F-tax or, in the case of a foreign company, has a certificate or other document that shows that the company undergoes corresponding checks in respect of taxes and fees in its homeland. Grants may be given as a lump sum with a maximum of 50 per cent of the eligible costs, but a maximum of SEK 15,000 per charge point.",Undefined,5 July 2021,https://www.riksdagen.se/sv/dokument-lagar/dokument/svensk-forfattningssamling/forordning-2019525-om-statligt-stod-for_sfs-2019-525,Energy Efficiency,"Payments, finance and taxation|Investment in assets|Finance",Transport|Road transport,Road vehicles|Drive train or engine|Battery electric|Plug-in hybrid|Transport technologies|Electric charging infrastructure|Private chargers,Undefined,Sweden,2019,In force,National,SWE
Ownership Tax for Electric Vehicles,https://www.iea.org/policies/6938-ownership-tax-for-electric-vehicles,"The local government of Mexico City collects the ownership tax for private vehicles. Every year, the municipality determines the tax rate used to calculate the contribution according to the vehicle's market price.  In 2019, as in the previous years, the owners of hybrid or full-electric vehicles have been excepted from the payment of the ownership tax, as well as from the charges of vehicular control services provided by the city (number plate, vehicle registration, and transit permits). Federal states have the right to determine their own tax rates for the ownership tax.",Undefined,21 October 2019,https://s3.amazonaws.com/cdmxassets/media/Nuevas+imagenes/Control+vehicular/HIBR_ELEC_2019+ok_2.pdf,Energy Efficiency,"Payments, finance and taxation|Taxes, fees and charges|Vehicle registration tax|Product taxation",Transport|Road transport,Road vehicles|Drive train or engine|Battery electric|Plug-in hybrid|Transport technologies,Undefined,Mexico,2019,In force,State/Provincial,MEX
Rota 2030-Decree 9557/2018,https://www.iea.org/policies/8520-rota-2030-decree-95572018,The so-called Rota 2030 program will run for 15 years and provide tax credits over the next five years estimated to total 2.1 billion reais ($560 million) in 2019 and 1.5 billion reais in 2020. The bill was approved in Senate and officially published in December 2018.,Undefined,8 July 2020,https://www.reuters.com/article/brazil-autos-idUSL2N1XJ03M,Energy Efficiency,"Payments, finance and taxation|Taxes, fees and charges|Tax credits and exemptions",Transport|Road transport|Passenger transport (Road),"Road vehicles|Large cars, SUVs, passenger / pickup trucks and light duty vehicles|Drive train or engine|Battery electric|Plug-in hybrid|Transport technologies",Undefined,Brazil,2019,In force,National,BRA
Subsidies for electric vehicles for private persons,https://www.iea.org/policies/7441-subsidies-for-electric-vehicles-for-private-persons,"The Federal Ministry for Climate Action, Environment, Energy, Mobility, Innovation and Technology in cooperation with the Car Importers Association, Association of Bike Importers and Sports Article Industry are granting a subsidy for the purchase of electric vehicles (BEV, FCEV and PHEV). The application is open to private persons. The program is planned for the years 2019 and 2020.",Undefined,5 July 2021,https://www.bmk.gv.at/themen/alternative_verkehrskonzepte/elektromobilitaet/foerderungen/e-mobilitaet2020.html,Energy Efficiency,"Strategic plans|Payments, finance and taxation|Urban planning|Targets, plans and framework legislation",Transport,Road vehicles|Drive train or engine|Battery electric|Plug-in hybrid|Transport technologies|Battery technologies,Undefined,Austria,2019,Ended,National,AUT
Charging infrastructure investment fund,https://www.iea.org/policies/6928-charging-infrastructure-investment-fund,"Ultra-low emission vehicles – To support the transition to zero emission vehicles, the government will regulate to support the wider roll-out of charging infrastructure; invest £200 million, to be matched by private investment into a new £400 million Charging Investment Infrastructure Fund; The grant is a 75% contribution towards the cost of one chargepoint and its installation up to a maximum of £350 (including VAT) per household/ per eligible vehicle for installations that take place on or after the 1st of April 2020",Undefined,26 June 2020,https://www.gov.uk/government/publications/autumn-budget-2017-documents/autumn-budget-2017,Energy Efficiency,Payments|finance and taxation,Transport|Road transport,Road vehicles|Drive train or engine|Battery electric|Plug-in hybrid|Transport technologies|Electric charging infrastructure,Undefined,United Kingdom,2018,In force,National,GBR
EVSE support Tokyo,https://www.iea.org/policies/6649-evse-support-tokyo,"Tokyo's metropolitan government set a subsidy programme in 2018 to accelerate the installation of charging stations for electric vehicles (pure electric and plug-in hybrid vehicles) at condominiums in the capital. Condominium owners, associations and developpers can request financial support for the purchase and installation of EV charging facilities. The installation of solar panel systems and battery systems can be additionally funded under this subsidy programme if combined with the installation of charging stations. The aim of the programme, managed by Tokyo Environmental Public Service Corporation, is to raise the share of Evs in the total new car sales in the capital up to 50% by 2030.  Up to September 2019, the programme supported the installation of 57 charging facilities.",Undefined,16 October 2019,https://www.tokyo-co2down.jp/individual/subsidy/mansion-evcharge/index.html,Cities|Energy Efficiency,"Payments, finance and taxation|Payments and transfers|Grants",Transport|Road transport,Road vehicles|Drive train or engine|Battery electric|Plug-in hybrid|Transport technologies|Electric charging infrastructure|Private chargers,Undefined,Japan,2018,Ended,City/Municipal,JPN
Ordinance (2015: 579) on support for promoting sustainable urban environments,https://www.iea.org/policies/7161-ordinance-2015-579-on-support-for-promoting-sustainable-urban-environments,"The Government has adopted a national plan for infrastructure for the period 2018–2029. It is a total investment of SEK 700 billion and the largest railway investment in modern times. The plan covers major investments in both new construction and restoration and modernisation of existing infrastructure. The decision also covers significant investments in maritime transport infrastructure and roads. This is made possible due to the Government investing SEK 100 billion more than in the previous plan period. The Government has set aside a total of SEK 12 billion during the plan period for urban environment agreements. This means that central government will co-finance municipal and regional investments in infrastructure for public transport and cycling. There is no fixed allocation between modes of transport. The aim of the initiative is to promote sustainable urban environments by providing support that leads to: - An increased proportion of passenger transport by public transport or bicycle traffic- Sustainable freight transport solutions. The measures are expected to lead to energy-efficient solutions with low greenhouse gas emissions and contribute to meeting the environmental quality objective ""Good built environment"".  In particular, the support should promote innovative, capacity-efficient and resource-efficient solutions for public or bicycle transport and efforts to coordinate and improve the efficiency of freight transport.",Undefined,4 November 2019,https://www.trafikverket.se/tjanster/ansok-om/ansok-om-bidrag/statligt-stod-for-hallbara-stadsmiljoer---stadsmiljoavtal/,Energy Efficiency,"Strategic plans|Payments, finance and taxation|Funds to sub-national governments|Payments and transfers|Urban planning|Targets, plans and framework legislation",Transport|Road transport,Road vehicles|Drive train or engine|Battery electric|Plug-in hybrid|Transport technologies,Undefined,Sweden,2018,In force,National,SWE
"Ordinance (2017: 1317) on grants to private individuals for the purchase of electric bikes, mopeds, motorcycles and outboard motors",https://www.iea.org/policies/7159-ordinance-2017-1317-on-grants-to-private-individuals-for-the-purchase-of-electric-bikes-mopeds-motorcycles-and-outboard-motors,"Currently suspended due to lack of funding (2019)  Subsidy for an electrically driven outboard engine may include that battery or, if the engine's function requires several batteries at the same time, the batteries needed for the engine to be used for the ship's progress from the engine being new until the battery or batteries have worn out. The grant may only be given to a private person who is registered in Sweden and if   1. the engine and the battery or batteries are new and purchased at the earliest on April 12, 2018,   2. the engine and the battery or batteries are CE marked,   3. the engine has a unique identification number or other information enabling it to be identified;   4. the engine has a power of at least one kilowatt;   5. the engine is intended to be used as the main engine for operating a vessel; and   6. the engine and battery or batteries have not been the basis for other public support.",Undefined,4 November 2019,https://www.riksdagen.se/sv/dokument-lagar/dokument/svensk-forfattningssamling/forordning-20171317-om-bidrag-till_sfs-2017-131717-om-bidrag-till_sfs-2017-1317,Energy Efficiency,"Payments, finance and taxation|Payments and transfers",Transport|Road transport|Passenger transport (Road),Road vehicles|2 and 3 wheelers (motorised)|Drive train or engine|Battery electric|Plug-in hybrid|Transport technologies,Undefined,Sweden,2018,In force,National,SWE
Smart mobility,https://www.iea.org/policies/7219-smart-mobility,"Smart Mobility program supports Finnish companies in taking advantage of the new business opportunities coming from radical changes in the transport sector. In addition, the program aims to attract significant international players into Finland to benefit from test platforms and to build and join new innovation ecosystems. Smart Mobility has three themes for new business and international level solutions from Finnish companies: Disruptive mobility services and traffic systems through wide data usage and sharing.Globally leading seamless logistics and people transportation solutions.Radical emission reduction and fossil free mobility to exceed climate agreement requirements.",Undefined,24 August 2021,https://www.businessfinland.fi/en/for-finnish-customers/services/build-your-network/digitalization/smart-mobility/,Energy Efficiency|Technology R&D and innovation,"Information and education|Payments, finance and taxation|Payments and transfers|Grants|Knowledge sharing|Knowledge sharing requirements",Transport,Road vehicles|Drive train or engine|Battery electric|Plug-in hybrid|Transport technologies|Vehicle type,Undefined,Finland,2018,In force,National,FIN
Alternative Fuel Vehicle Community Partner Projects,https://www.iea.org/policies/2696-alternative-fuel-vehicle-community-partner-projects,"Two projects were selected under Area 3 of the 2016 Vehicle Technologies Multi-topic funding opportunity announcement. These projects were awarded in 2017 and will significantly accelerate the use of light-, medium-, and heavy-duty vehicles that operate on alternative fuels, as well as the supporting fueling infrastructure. Led by community-based partnerships between state and local governments and key private sector stakeholders, these projects will help catalyze alternative fuel use nationwide through the collection and sharing of best practices and lessons learned.",Undefined,5 November 2017,https://cleancities.energy.gov/partnerships/projects,Energy Efficiency,"Regulation|Codes and standards|Energy efficiency / Fuel economy obligations|Payments, finance and taxation|Performance-based policies",Transport|Road transport,Road vehicles|Drive train or engine|Battery electric|Plug-in hybrid|Transport technologies|Vehicle type,Undefined,United States,2017,In force,National,USA
Company tax benefits,https://www.iea.org/policies/6623-company-tax-benefits,The in-kind benefits for the private usage of company cars is taxed with 0% (formerly 18%). PHEV's remain at 18%.Cars > 130 g/km were raised to 24% (the treshold comes down 3 g/km every year until 2020).,Undefined,5 November 2017,incentives,Energy Efficiency,"Payments, finance and taxation|Taxes, fees and charges|Company car tax|Product taxation",Transport|Road transport|Passenger transport (Road),"Road vehicles|Large cars, SUVs, passenger / pickup trucks and light duty vehicles|Drive train or engine|Battery electric|Plug-in hybrid|Transport technologies",Undefined,Austria,2017,In force,National,AUT
Diffusion of electric vehicles Lombardia,https://www.iea.org/policies/6989-diffusion-of-electric-vehicles-lombardia,"The Lombardia region issued 15 million EUR for the diffusion of electric vehiclesand their charging infrastructure in municipalities. Further, this region providesincentives on private charging points: 1,500 EUR per charging point in case ofcharging system with a single socket, 1,000 EUR per socket in case of chargingsystems with several sockets, until a maximum of 10,000 EUR per applicant.",Undefined,5 November 2017,http://www.ieahev.org/assets/1/7/HEV_TCP_Report2018-web.pdf,Energy Efficiency,"Payments, finance and taxation|Payments and transfers|Grants",Transport|Road transport,Road vehicles|Drive train or engine|Battery electric|Plug-in hybrid|Transport technologies|Electric charging infrastructure,Undefined,Italy,2017,In force,National,ITA
Driverless electric vehicle public transport trials in Darwin,https://www.iea.org/policies/6645-driverless-electric-vehicle-public-transport-trials-in-darwin,"A driverless electric bus trial was conducted at Darwin Waterfront.  This joint project from the Department of Infrastructure, Planning and Logistics and Darwin Waterfront Corporation was conducted to highlight potential technological developments in public transport.  During the 170 day trial approximately 6000 passengers rode the bus and more than 88 per cent of passenger feedback received was positive.  This innovative project also featured at the National Telstra Vantage Exhibition in Melbourne in September and won an ‘excellence in technology and innovation – on street’ award at the National Parking Industry Awards.  Findings of the trial are being compiled in order to plan the delivery of innovative, well-regulated and sustainable transport services in the future.",Undefined,24 August 2021,https://dipl.nt.gov.au/transport/driverless-bus,Cities|Energy Efficiency|Technology R&D and innovation,"Payments, finance and taxation|Payments and transfers|Grants",Transport|Road transport|Passenger transport (Road)|Mass road transit,Road vehicles|Buses and coaches|Drive train or engine|Battery electric|Plug-in hybrid|Transport technologies|Vehicle type,Undefined,Australia,2017,Ended,City/Municipal,AUS
EV Purchase Subsidies in Ireland,https://www.iea.org/policies/6749-ev-purchase-subsidies-in-ireland,"A maximum grant of €5,000 is available for qualifying electric vehicles when purchased privately. Approved EVs with a List Price of less than €14,000 will not receive a grant. The grant level applies to Battery Electric Vehicles (BEV) and Plugin Hybrid Electric Vehicles (PHEV). It depends on the list price of the vehicle. This is the full non-discounted price in the absence of VRT relief or grant support.In addition, grants  of up to €12,500 are available to stimulate take-up of electric vehicles in the taxi /hackney/limousine sector (scheme administered by the National Transport Authority)",Undefined,14 September 2020,https://www.seai.ie/grants/electric-vehicle-grants/grant-amounts/.,Energy Efficiency,"Payments, finance and taxation|Payments and transfers|Grants",Transport|Passenger transport (Road),Road vehicles|Drive train or engine|Battery electric|Plug-in hybrid|Transport technologies|Battery technologies,Undefined,Ireland,2017,In force,National,IRL
EV and EVSE incentives Bolzano,https://www.iea.org/policies/6991-ev-and-evse-incentives-bolzano,"The Bolzano Province provides incentives to buy electric (4,000 EUR) and hybrid plug-in electric producing less than 50 g CO2/km(2,000 EUR) cars. Moreover, for two and three wheelers 30% of the cost is subsidiesed (up to 1000 EUR) and 30% for cargo electric bikes (up to 1500 EUR). 70% of the cost of installation of charging stations whithin private companies is subsidiesed (up to 1000 EUR) Further, the exemption from annual circulation tax for five years and then 77.5 % (instead of 75 % as for the national policy) reduction of the tax rate.  These incentives can be cumulated with the national ones under the ecobonus.",Undefined,7 October 2019,https://www.greenmobility.bz.it/it/projekte/mobilita-elettrica-contributi-per-aziende/mobilita-elettrica-contributi-per-aziende/,Energy Efficiency,"Payments, finance and taxation|Payments and transfers|Grants",Transport|Road transport|Passenger transport (Road),"Road vehicles|Large cars, SUVs, passenger / pickup trucks and light duty vehicles|Drive train or engine|Battery electric|Plug-in hybrid|Transport technologies",Undefined,Italy,2017,In force,State/Provincial,ITA
MOVALT Vehicles Plan/ Promotion of Alternative Vehicles,https://www.iea.org/policies/2597-movalt-vehicles-plan-promotion-of-alternative-vehicles,"In recent years, Spain has approved a number of initiatives intended to boost alternative-energy vehicles, both in industrial terms and to promote demand. These include infrastructure support. Noteworthy among the actions undertaken are the grants-in-aid for replacement of alternative-energy vehicles within the framework of the 2008–2012 Energy Savings and Efficiency Action Plan, the MOVELE pilot project and the subsequent MOVELE programmes, with the recent addition of the MOVEA plans.   Given the difficulties that still exist with regard to the market penetration of this type of vehicles, it is necessary to continue providing aid for their purchase by regulating the granting of direct subsidies. For this purpose, the aid programme for the purchase of alternative-energy vehicles was approved: the MOVALT Vehicles Plan. The initial funding for this programme was a maximum budget of €20 million, with a limit of €600,000 for electric motorbikes (L3e, L4e, L5e). The aid included will be managed by the IDAE (Institute for Energy Diversification and Saving) and will be allocated to incentivising the purchase of vehicles propelled by autogas (LPG), compressed natural gas (CNG) or liquefied natural gas (LNG), petrol-gas bifuel or fuel cell, as well as  pure electric vehicles (BEV), extended-range electric vehicles (EREV) and plug-in hybrid electric vehicles (PHEV).",Undefined,5 November 2017,https://www.idae.es/ayudas-y-financiacion/para-movilidad-y-vehiculos/plan-movalt-vehiculos,Energy Efficiency,"Payments, finance and taxation|Payments and transfers|Grants",Transport|Road transport|Passenger transport (Road)|Freight transport (Road),"Road vehicles|Commercial vehicles|Medium duty vehicles, small trucks and minibuses|Transport technologies",Undefined,Spain,2017,Ended,National,ESP
National Biofuels Policy,https://www.iea.org/policies/2475-national-biofuels-policy,"In December, 2017, a new National Biofuels Policy (RenovaBio) was signed into law (Federal Law Nº 13.576).  The Policy aims to reduce greenhouse gas emissions, improve the life cycle energy efficiency of biofuels, and promote the national biofuel industry.  It calls for establishment of national carbon intensity targets, to be allocated among fuel distributors in proportion to their market share. Non-compliance can result in penalties between R$ 100 000  and R$ 50 000 000. The law further creates the framework for establishing decarbonisation credits (Crédito de Descarbonização - CBIO) for tracking and compliance with carbon emissions targets, as well as certificates reflecting the energy efficiency and carbon intensity of biofuels. In practice, RenovaBio is designed to introduce market mechanisms to recognize the capacity of each biofuel to reduce emissions individually per production unit. Basically, there are two main instruments: 1) Establishment of national fuel matrix emission reduction targets, set for a period of 10 years. The goals are important to bring predictability, in terms of volumetric fuel needs (fossil and renewable) in this time horizon, and thus allow private agents to make their planning and investment analysis in a less uncertain environment. National targets will be broken down into individual annual mandatory targets for all fuel distributors, according to their participation in the fossil fuel market; 2) Certification of biofuels production by private inspector firms, giving different grades for each producing unit (higher will be the grade for the producer that produces the largest amount of net energy, with lower CO2e emissions, in the life cycle). The note will accurately reflect each producer agent's individual contribution to mitigating a specific amount of greenhouse gases relative to their fossil substitute (in terms of tons of CO2e). The certification process of biofuel production under RenovaBio will be under the responsibility of the ANP. These two instruments will be linked with the creation of the Biofuel Decarbonization Credit (CBIO). It will be a financial asset, traded on the stock exchange, issued by the biofuel producer, from the commercialization of its production (after issuing the invoice). Fuel distributors will meet the target by demonstrating the required amount of CBIOs on their property. Other agents (individuals and companies) may buy and sell CBIOs on the stock exchange, as a way to bring greater liquidity to this market.",Undefined,14 October 2019,http://www.mme.gov.br/web/guest/secretarias/petroleo-gas-natural-e-combustiveis-renovaveis/programas/renovabio/principal,Energy Efficiency,"Regulation|Renewable / Non-fossil energy obligations|Payments, finance and taxation|Performance-based policies|Obligations on average types of sales / output",Transport,Transport technologies,Undefined,Brazil,2017,In force,National,BRA
National deployment of free public EVSE,https://www.iea.org/policies/3150-national-deployment-of-free-public-evse,"In order to increase the use of BEV and PHEV,the Federal Electric Commission (CFE) of Mexico started the national deployment of free public EVSE through their Electric Energy Savings Program (PAESE) and the collaboration of the automobile industry, private sector and goverment entities. Aditionally, CFE develops initiatives to spread the economical and environmental benefits of electric vehicles in society. Finally, CFE brings tecnical consulting and guarantees the energy supply of the mexican EVSE network.",Undefined,5 November 2017,Undefined,Energy Efficiency,"Payments, finance and taxation|Investment in assets|Finance",Transport|Road transport,Road vehicles|Drive train or engine|Battery electric|Plug-in hybrid|Transport technologies|Electric charging infrastructure,Undefined,Mexico,2017,In force,National,MEX
Ordinance (2017: 1318) on grants to private persons for the installation of charging points for electric vehicles,https://www.iea.org/policies/8743-ordinance-2017-1318-on-grants-to-private-persons-for-the-installation-of-charging-points-for-electric-vehicles,"Grants may only be given to private individuals and if the charging point:   1. is installed on a property that the applicant for the grant owns or holds with the right of use;   2. is installed after January 1, 2018;    3. is installed by an electrical installation company or an electrician as referred to in the Electricity Safety Act (2016: 732); and   4. is prepared for electricity measurement and charging of electricity cost and equipped with at least the outlets or connectors for electric vehicles of type 2 described in the standard EN 62196-2 or of type Combo 2 described in the standard EN 62196-3. Eligible costs are the material and labor costs needed to install the charging point, such as costs for a charging box and the drawing of electricity. Labor costs are eligible only if they relate to work performed by someone who is approved for F-tax or, in the case of a foreign company, has a certificate or other document that shows that the company undergoes corresponding checks in respect of taxes and fees in its homeland. Costs for which tax deductions for labor costs have been credited or other public support have been given are not eligible. Grants may be given as a lump sum with a maximum of 50 per cent of the eligible costs, but a maximum of SEK 10,000 per property. Application for a grant must be made after the charging point has been installed, but no later than six months after the installation work has been completed.",Undefined,4 November 2019,https://www.riksdagen.se/sv/dokument-lagar/dokument/svensk-forfattningssamling/forordning-20171318-om-bidrag-till_sfs-2017-1318,Energy Efficiency,"Payments, finance and taxation|Investment in assets|Finance",Transport|Road transport,Road vehicles|Drive train or engine|Battery electric|Plug-in hybrid|Transport technologies|Electric charging infrastructure,Undefined,Sweden,2017,In force,National,SWE
Ownership tax benefits,https://www.iea.org/policies/6707-ownership-tax-benefits,"In order to encourage private citizens to choose electromobility and active mobility, thereby achieving a cleaner and sustainable mobility, a new tax allowance is now available for the purchase of a new, fully electric vehicle, a new bicycle, a new electrically assisted pedal bicycle (pedelec) or a rechargeable hybrid electric passenger vehicle. Private citizens can apply for a tax allowance for sustainable forms of transport in the amount of:     EUR 5,000 for the purchase of a zero-emissions personal vehicle that is fully powered by electricity or a hydrogen fuel cell, and registered after 1 January 2017. The vehicle must seat no more than 9 people, including the driver;    EUR 2,500 for the purchase of a rechargeable hybrid electric passenger vehicle whose emissions do not exceed 50g CO2/km. The date of first registration of the vehicle must be after 31 December 2017;    EUR 300 for the purchase of an electrically assisted pedal bicycle with a DC power output of no more than 0.25 kW, with the power supply being progressively reduced as the vehicle gains speed, and cut off entirely when it reaches 25 km/h;    EUR 300 for the purchase of a bicycle.",Undefined,3 October 2019,https://guichet.public.lu/en/citoyens/impots-taxes/detention-vehicule/mobilite-durable/deduction-mobilite-durable.html,Energy Efficiency,"Payments, finance and taxation|Taxes, fees and charges|Vehicle registration tax|Product taxation",Transport|Road transport|Passenger transport (Road),"Road vehicles|Large cars, SUVs, passenger / pickup trucks and light duty vehicles|Drive train or engine|Battery electric|Plug-in hybrid|Transport technologies",Undefined,Luxembourg,2017,In force,National,LUX
Reduction in vehicle registration tax for Evs,https://www.iea.org/policies/2897-reduction-in-vehicle-registration-tax-for-evs,"Activated in 2017, as a consequence of drop of EV sales in 2016 after a previous tax break was phased out, this subsidy is provided in the form of a DKK 10000 reduction in vehicle registration tax for purchases of electric vehicles. It will be granted until the end of 2019.",Undefined,6 December 2019,https://electrek.co/2017/04/19/denmark-electric-vehicle-incentive/,Energy Efficiency,"Payments, finance and taxation|Taxes, fees and charges|Vehicle registration tax|Payments and transfers|Tax credits and exemptions|Product taxation|Grants",Transport|Road transport,Road vehicles|Drive train or engine|Battery electric|Plug-in hybrid|Transport technologies,Undefined,Denmark,2017,Ended,National,DNK
Tax benefits for Ultra Low Emission Vehicles,https://www.iea.org/policies/6767-tax-benefits-for-ultra-low-emission-vehicles,Ultra low emission vehicles (ULEVs) are usually defined as vehicles that emit less than 75g of carbon dioxide (CO2) for every kilometre travelled. They will typically include an electric powertrain. Both private and business users of ULEVs receive a number of tax benefits.,Undefined,5 November 2017,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/709655/ultra-low-emission-vehicles-tax-benefits.pdf,Energy Efficiency,"Payments, finance and taxation|Taxes, fees and charges|Vehicle registration tax|Product taxation",Transport|Road transport,Road vehicles|Drive train or engine|Battery electric|Plug-in hybrid|Transport technologies,Undefined,United Kingdom,2017,In force,National,GBR
Ultra low emission trucks scheme,https://www.iea.org/policies/3292-ultra-low-emission-trucks-scheme,"Vans will go electric and lorries will run on hydrogen dual-fuel under a £20 million government programme to cut emissions and improve air quality, Transport Minister John Hayes announced today (11 January 2017).The funding, announced at the Sustainable Road Transport Conference, in central London, is being given to 20 firms who set out plans for innovative ways to deploy low and zero emission vehicles.",Undefined,5 November 2017,https://www.gov.uk/government/news/low-emmission-freight-and-logistics-trial-competition-winners-announced,Energy Efficiency,"Regulation|Payments, finance and taxation",Transport|Road transport,Road vehicles|Commercial vehicles|Drive train or engine|Battery electric|Plug-in hybrid|Transport technologies|Vehicle type,Undefined,United Kingdom,2017,In force,National,GBR
VAT exemption ISL,https://www.iea.org/policies/6796-vat-exemption-isl,VAT exemption until 1440000 ISK for BEV and until 9600000 ISK for phev.,Undefined,5 November 2017,Undefined,Energy Efficiency,"Payments, finance and taxation|Taxes, fees and charges|Value added tax|Product taxation",Transport|Road transport,Road vehicles|Drive train or engine|Battery electric|Plug-in hybrid|Transport technologies,Undefined,Iceland,2017,In force,National,ISL
"City of Delhi government support of EV via Subsidies, refund of the local VAT & 50% reduction of road tax",https://www.iea.org/policies/3303-city-of-delhi-government-support-of-ev-via-subsidies-refund-of-the-local-vat-50-reduction-of-road-tax,The City of Delhi offers a 15% subsidy on the base price of an electric vehicle and a refund of the local VAT (which is 12.5%). And it reduces the road tax normally paid by vehicle operators by 50%.,Undefined,12 May 2021,http://www.oecd.org/officialdocuments/publicdisplaydocumentpdf/?cote=COM/TAD/ENV/JWPTE(2013)27/FINAL&docLanguage=En,Cities|Energy Efficiency,"Payments, finance and taxation|Taxes, fees and charges|Value added tax|Product taxation",Transport|Road transport,Drive train or engine|Battery electric|Plug-in hybrid|Transport technologies,Undefined,India,2016,In force,City/Municipal,IND
