index,country_code,Policy type,Sector,Policy,Description,Year/Date of decision,Source,cos_dup
41,KOR,Financial support,Transport,Recharge rights after purchase,"Meanwhile, the Ministry of Environment decided to pay electric vehiclerecharge rights equivalent to 300,000 KRW (242 EUR) when a buyer of an electriccar concludes purchase contract through exclusive call center and exclusiveexhibition hall by the end of this year. Purchasers can go to the exhibition hall tosign a contract, or through a call center to make a contract through a designatedsales representative of an electric car, and receive the right to charge when thevehicle is delivered. The charging rights can be used not only by nationwide publicrapid chargers, which are planned to be installed or installed by the Ministry ofEnvironment, but also by chargers installed by private charging companies.",2016,IEA,NA
42,TUR,Financial support,Transport,VAT incentives for plug-in hybrid and hybrid electric vehicles,A reduction of the special consumption tax (VAT) on plug-in hybrid electric vehicles (PHEVs) and Hybrid Electric Electric Vehicles (HEVS). A 45% reduction is provided when the electric motor is over 50 kW and the engine cylinder volums under 1800 cm3. A 90% reduction is provided when the electric motor is over 100 kW and engine cylinder volume under 2500 cm3.,2016,IEA,NA
43,NLD,Financial support,Transport,Company tax benefits for zero-emissions vehicles,"Two forms of tax benefits are available for the use of low- or zero-emissions vehicle (ZEV) company cars as private vehicles. In 2014, 33% of cars registered were company cars, compared to 36% for private cars.      1. Income tax rates:     In the Netherlands, the use of company cars for private use is taxed. However, a more favourable rate of income tax is available for people who use low or zero-emissions company cars for private use.  Since 2017, the rates are as follows:       4% income tax on ZEVs   15% income tax paid pn vehicles with an emissions intensity is <51 gr CO2/km. This applies to most plug-in hybrids (PHEV),   21% income tax paid on vehicles with an emisssions intensity of 51-106 gr/km.   25% all others over that.      2. Tax deductivle investments:     Clean technology investments are partially deductible from corporate and income taxes. ZEVs and PHEV (excluding those with diesel engines) cars are on the list of tax-deductible investments, as are the accompanying charging points.",2015,IEA,NA
44,DNK,Taxation,Transport,Differentiated registration tax,"Until the end of 2015, BEV cars were exempt from paying the (very significant) registration tax (VAT was still applied) (ACEA, 2017c). In 2016, the government decided to gradually phase in a vehicle registration tax for BEVs: 20% of the full registration tax in 2016, 40% in 2017, 65% in 2018, 90% in 2019 and 100% in 2020. The registration tax for cars has also decreased since 2015. These changes paralysed electric car sales. To re-boot the market, the Danish government introduced a deduction based on battery capacity in April 2017. At the same time it decided to maintain the registration tax for BEV cars at 20% for two additional years or until reaching the threshold of 5 000 new registrations (Government of Denmark, 2017). In October 2017, a new reduced registration tax for cars was enforced. This includes new incentives for electric and efficient cars (SKAT, 2018).",2015,IEA,NA
45,NOR,Financial support,Transport,Tax credits,"2015: E85 cars receive a tax deduction of NOK 10000. BEV and FCEV do not pay import tax, nor VAT.  PHEV receive a reduction of import tax up to NOK 10000; 2016: E85 cars receive a tax deduction of NOK 10000. BEV and FCEV do not pay import tax, nor VAT.PHEV receive a reduction of import tax up to NOK 10000.  This scheme will remain until 2018 and then revised. Free toll roads will probably be replaced with a new system with differentiated prices depending on CO2 and NOx emissions. The original idea was to keep EV tax free until 2020, but lately the Government is thinkking of increasing taxes for large EVs liek Tesla model X; 2017: E85 cars receive a tax deduction of NOK 10000. BEV and FCEV do not pay import tax, nor VAT.PHEV receive a reduction of import tax up to NOK 10000.  This scheme will remain until 2018 and then revised. Free toll roads will probably be replaced with a new system with differentiated prices depending on CO2 and NOx emissions. The original idea was to keep EV tax free until 2020, but lately the Government is thinkking of increasing taxes for large EVs like Tesla model X",2015,IEA,85
46,FRA,Financial support,Transport,Tax exemption for the use of public space,"In addition to this incentive for local authorities, the French government also encourages private operators to build and maintain EV charging points by offering a tax exemption for the use of public space. The goal is to provide adequate infrastructure on the entire territory and not just in cities. The law passed in July 2014 and offers tax exemption for any operators which build, maintain, or operate public EV charging infrastructure as long as the charging points are located in at least two regions. French regulators hope to support the development of charging infrastructure without putting the financial burden on local authorities.",2014,IEA,NA
47,HUN,Financial support,Transport,The Green Investment Fund,"Earlier the National Energy Conservation Programme was the main equipment to support energy efficiency projects in Energy Conservation and Energy Efficiency Improvement Action Programme. After this program the Green Investment System (GIS) (ZBR in Hungarian) has operated since 2009, and also in 2014 with actually variable sources which mainly based on governmental income from carbon dioxide quota sales.   In 2014 the Green Investment Fund (ZFR in Hungarian)  was established (by Act CCXXX of 2013 law on the central budget for 2014) and this will operate continuously in the future based on the budget law. The ZFR also gives supports for more nationally programs, but it has a range of complex tasks Ministry of National Development Decree 69/2013. (XI. 28.) about the utilization of appropriations of the Green Economy Financial System. Hungary from the ZFR budget pays the contribution to the Global Energy Efficiency and Renewable Energy Fund anf the ZFR gives the financial sources for other international financial obligation, such as membership fees related the climate change, energy efficiency, renewable energy. The ZFR also could give some sopport programs connected the climate change actions (adaptation or prevention) In 2014 the ZFR EE support programs are next: Modernization heating (boiler replacement) subprogram (ZFR-KAZ/14 ). Budget: 1.600.000.000 HUF. Large household appliances replacing action for refrigerating or freezing equipment (HGCS-2014 ). Budget: 627.100.000 HUF.More several other ZFR programs are expected yet in 2014.In addition also some ZBR support programs are available in 2014:   Action for the gas (CNG) buses purchasing  in the public transport (ÃšSZT-ZBR-CNG-2014), Budget: 1.600.000.000 HUF. Façade door and window replacement Subprogram (ZBR-NY/14). Budget: 1.100.000.000 HUF.More several other ZBR programs are expected yet in 2014.",2014,IEA,NA
48,ESP,Financial support,Transport,PIAM Program,"Plan de Incentives Autotaxi Madrid (PIAM) is a strategic program within the Madrid region that aims to renovate the taxi fleet. The idea is to replace older and inefficient vehicles with more efficient ones. The program began in 2013 as a pilot program with a budget of €100,000 ($136,000 US), and it has been extended into 2014 with a dedicated budget of €900,000 ($1.22 million US). In 2013, 48 taxicabs were replaced, of which 44 were HEVs (92%).",2013,IEA,NA
49,BRA,Financial support,Transport,Inovar Auto Incentive Programme,"The INOVAR-Auto Incentive Programme was created in October 2012 to support vehicle technology innovation, enhance competition in the automative sector, manufacture more efficient and safer vehicles and trigger investment in the manufacturing supply chain. It set specific targets for minimum investment in research and development, increase in the expenditure in engineering, basic industrial technology and capacity building of suppliers, production of more efficient vehicles and increase in the safety of the vehicles produced.  The Programme set a 30% increase on the Tax of Industrial Products (Imposto sobre Produtos Industrializados - IPI) for all light duty vehicles and light commercial vehicles. To be exempt of the 30% IPI, the automakers needed to meet a series of requirements related to the targets mentioned above. Under the programme car manufacturers needed to improve their corporate average vehicle efficiency for new light duty vehicles by approximately 12% from 2012 levels by October 2017. Car manufacturers also had to comply with Brazil's Vehicle Labelling Programme (PBEV) and with a minimum share of vehicle sales. This exemption applied only to vehicles manufactured between 2013 and 2017. Starting from 2017, vehicles that consume less than 15.46% will have the right to a reduction of 1% in the IPI. Vehicles that consume less than 18.84% will have the right to a reduction of 2% in the IPI.Beneficiaries of the programme included companies that manufacture vehicles in the country, companies that sell vehicles in the country and companies that have an investment project to manufacture vehicles in the country. Article 40 of law 12.715 of September 17, 2012 established the Inovar Auto Incentive Programme. In accordance with Article 40.1, the programme applied until December 31, 2017, after which all existing qualifications are considered to be cancelled and cease their effect, except for the implementation of commitments.",2012,IEA,50
50,BRA,Financial support,Transport,Inovar Auto Incentive Programme,"The INOVAR-Auto Incentive Programme was created in October 2012 to support vehicle technology innovation, enhance competition in the automative sector, manufacture more efficient and safer vehicles and trigger investment in the manufacturing supply chain. It set specific targets for minimum investment in research and development, increase in the expenditure in engineering, basic industrial technology and capacity building of suppliers, production of more efficient vehicles and increase in the safety of the vehicles produced.  The Programme sets a 30% increase on the Tax of Industrial Products (Imposto sobre Produtos Industrializados - IPI) for all light duty vehicles and light commercial vehicles. To be exempt of the 30% IPI, the automakers need to meet a series of requirements related to the targets mentioned above. Under the programme, with regards to vehicle efficiency, car manufacturers need to improve their corporate average vehicle efficiency for new light duty vehicles by approximately 12% from 2012 levels by October 2017. Car manufacturers also have to comply with Brazil's Vehicle Labelling Programme (PBEV) and have to comply with minimum share of vehicle sales. This exemption applies only to vehicles manufactured between 2013 and 2017. Starting from 2017, vehicles that consume less than 15.46% will have the right to a reduction of 1% in the IPI. Vehicles that consume less than 18.84% will have the right to a reduction of 2% in the IPI. Beneficiaries of the programme include companies that manufacture vehicles in the country, companies that sell vehicles in the country and companies that have an investment project to manufacture vehicles in the country.",2012,IEA,49
51,ESP,Financial support,Transport,Infrastructure incentivesESP,"Subsidies for private and public charging points. First, the objective of the Movele pilot demonstration project (2011-2014) is to install a total of546 public-use charging points in the cities of Madrid, Barcelona, and Seville byMarch 2012. At the end of 2011, 151 charging points had been installed.",2011,IEA,NA
52,AUS,Financial support,Transport,Lower vehicle taxes - NSW,In 2010 changes to vehicle tax were introduced for vehicles that have a lower impact on the environment.These ‘lower taxed vehicles’ include:manufacturer designated petrol-electric hybridsdiesel-electric hybridsplug-in hybridselectric vehicles with CO2 emissions no higher than 150 grams/kilometre (g/km) in the 'combined' driving cyclepreviously eligible lower taxed vehicles with a rating of 4½ or 5 stars.Private vehicles that have been modified for wheelchair transport are also eligible for the reduced vehicle tax rate.The reduced rate is applied when the vehicle is registered.,2010,IEA,NA
53,CHN,Financial support,Transport,Subsidy Standards for Private Purchase of New Energy Vehicle,"MOST, MIIT, and MOF selected 5 cities for private EV purchase subsidy with maximum subsidies of RMB 50,000 (US$7,900) for PHEVs and RMB 60,000 (US$9,500) for BEVs",2010,IEA,NA
54,USA,Financial support,Transport,American Recovery and Reinvestment Act of 2009: Tax-Based Provisions,"The American Recovery and Reinvestment Act (ARRA), signed into law on 17 February 2009, is a supplemental spending bill that contains over USD 80 billion to support clean energy research, development, and deployment. Of this amount, an estimated USD 30 billion is available in the form of tax-based incentives. These tax provisions include: Alternative Refueling Tax Credits: The alternative refueling property credit provides a tax credit to businesses (e.g., gas stations) that install alternative fuel pumps, such E85 fuel, electricity, hydrogen, and natural gas. For 2009 and 2010, the bill increases the 30% credit for businesses (capped at USD 30,000) to 50% (capped at USD 50,000). The cap for hydrogen refueling pumps is be increased to USD 200,000 (credit remains at 30%). In addition, the bill increases the 30% alternative refueling property credit for individuals (capped at USD 1,000) to 50% (capped at USD 2,000). An additional USD 2.4 billion provided in Energy Conservation Bonds for State, local, and tribal programmes to finance clean energy projects. The tax credit for residential energy efficiency upgrades is increased to 30% for 2009 and 2010 (from 10%) with a USD 1500 cap. The plug-in hybrid electric vehicle consumer tax credit is also increased, reaching up to USD 7 500.",2009,IEA,NA
55,ITA,Financial support,Transport,Cleaner vehicle purchase incentives,"In February 2009, as part of measures aimed at supporting industrial sectors in crisis, Italys Council of Ministers launched a temporary incentive scheme for consumers to replace their old vehicles with new ones meeting certain environmental criteria. The scheme applies to cars, light commercial vehicles, as well as motorcycles and scooters. The incentives are provided in the form of a discount obtained by consumers directly from the dealers, who in turn receive this as a tax credit. A bonus of EUR 1500 is provided when a car older than 9 years meeting Euro 0, 1 or 2 standards is exchanged for a new vehicle meeting Euro 4 or 5 standards and that emits a maximum of 130gCO2/km for diesel cars or 140gCO2/km for others. The exchanged vehicle must have been registered by March 2010. This can be combined with a purchase incentive of EUR 1500 should the new vehicle run on electricity, hydrogen or methane. This purchase incentive rises to EUR 3000 if the vehicle emits 120gCO2/km, and to EUR 3500 if it emits less than that. For liquefied petroleum gas (LPG) vehicles, a purchase incentive of EUR 1500 increases to EUR 2000 if the vehicle emits less than 120gCO2/km. For lightweight commercial vehicles, a bonus of EUR 2500 is provided for scrapping a vehicle meeting Euro 0, 1 or 2 standards and registered before 31 December 1999, and purchasing a new one. In addition, EUR 4000 is provided for the purchase of a new ""innovative vehicle"", running on gas, LPG, hydrogen. The latter incentive can be combined with the scrapping bonus. For motorcycles, scooters and other two-wheel vehicles, a EUR 500 bonus is provided when purchasing a new 400cc Euro 3 vehicle when combined with the scrapping of a Euro 0 or 1 category vehicle. Under the scheme, incentives are also provided for converting existing cars to run on LPG (EUR 500) and methane (EUR 600).",2009,IEA,NA
56,DEU,Financial support,Transport,Environmental bonus,"In January 2009, in the framework of the Economic Programme II, the federal government adopted a funding programme for the award of an environmental bonus to the value of €2,500. This was granted as a once-off subsidy on application to BAFA where a private car owner bought a new or one-year-old car and at the same time could prove that he or she had had a car scrapped that was at least nine years old. The objective of this bonus was to replace old passenger vehicles with high emissions of classical pollutants with new, more efficient vehicles. The funding amount was increased to €5bn due to the very high level of demand. A total of approximately two million passenger vehicles were subsidised.",2009,IEA,NA
57,USA,Financial support,Transport,Energy Improvement and Extension Act 2008 - Tax Incentives,"Signed into law in October 2008, the Emergency Economic Stabilization Act of 2008 (H.R. 1424) included the Energy Improvement and Extension Act, which extended production tax credits (PTC) and investment tax credits (ITC) for various renewable energy sources, which were due to expire at the end of 2008. It also modified existing tax incentives for energy efficiency investments, as well as creating new ones. In terms of energy efficiency, the bill extended energy efficiency tax deductions for commercial buildings through 2013 and revived similar deductions for home improvements installed in 2009, adding a new USD 300 tax credit for energy-efficient biomass fuel stoves. It also extended tax credits for builders of new energy-efficient homes through 2009 and increased tax credits for manufacturers of energy-efficient appliances, while extending that credit through 2010. The act created a new tax credit of up to USD 7,500 for plug-in hybrid vehicles, expected to go on sale in 2010, while providing tax exemptions for idle reduction technologies and advanced insulation installed in trucks. Electric charging stations will now also be covered by a 30% tax credit through to 2010. To facilitate financing, the bill authorised USD 800 million in Qualified Energy Conservation Bonds, which will be issued by state and local governments. The bonds can be applied to a wide range of energy efficiency projects, research and demonstration projects, and even renewable energy projects. The bill also extended the authority to issue bonds for qualified green building and sustainable design projects through 2012. The Act also aims for a more complete use and benefit of the tax credits. To this end it includes a provision to increase the income limits for the Alternative Minimum Tax (part of the federal income tax system which limits the types of deductions certain taxpayers can use to lower their tax). It also allows unused tax credits to be carried over to the following year.",2008,IEA,NA
58,ESP,Financial support,Transport,VIVE Plan (Innovative Vehicle - Ecological Vehicle),"In August 2008 the Spanish government launched the VIVE Plan (Innovative Vehicle - Ecological Vehicle) to subsidise the purchase of vehicles emitting less CO2 and to encourage the recycling and dismantling of polluting vehicles over 10 years old. In partnership with Spains Official Credit Institute (ICO), the state financial agency, a EUR 1.2 billion credit line provides subsidised loans up to EUR 30 000. An interest-free loan up to EUR 10 000 is provided, and an interest rate of 2.5% for the remaining amount, for the purchase of a new vehicle when a vehicle over 10 years old or with over 250 000km is traded in. The new passenger car purchased cannot emit more than 120g CO2/km, or 140kg CO2/km if incorporating electronic control systems or a three-way catalyst for gasoline vehicles and EGR exhaust gas recirculation devices for diesel vehicles. The limit is 160g CO2/km for light commercial vehicles. In November, the Plan was modified to include the purchase of used cars, on the condition that they are not more than five years old, and the vehicle scrapped is at least 15 years old. As of March 2009, over 27 000 transactions had taken place under the VIVE Plan.",2008,IEA,NA
59,ITA,Financial support,Transport,Budget Law 2007 - Energy efficiency provisions,"The Budget Law 2007 provides for various fiscal incventives and financial measures to improve energy efficiency and to abate emissions. Mesures include: -fiscal incentives for enhancing energy efficiency and use of renewable energy in buildings; -ficial grants for replacement of passenger and goods veicles with less-poluting models, as well as those using natural gas or liquefied petroleum gas; -reduction of duty for biofuels used for transport A revolving fund with a yearly budget of EUR 200 million was established to finance the following GHG emissions reductions measures (2007-09): - a high performance micro-cogeneration plant - electricity and heating production from small-scale renewable energy sources - high efficiency electric motors (more than 45 kW) - improving end-use energy efficiency in the civil sector - R&D for new technolgoies, low or zero emissions energy sources Budget 2008 confirmed the above measures, and extended the deadline of borne expenditures from December 2007 to 2010. It also widened the range of eligible measures in the building sector, by adding measures concerning the replacement of heating plants with heat pumps and geothermal low enthalpy systems. Law no. 2/2009, implementing Legislative Decree no. 185/08 ""Urgent measures to support families, work, employment and enterprise according to the strategic national framework for crises"", by article 29 of Decree no. 185/08, modifies procedure for tax rebates of 55% for energy efficiency in buildings undergoing renovations, by introducing a shorter period to apply the tax rebates for users (5 years instead of 10) and an amendment regarding the documents to be submitted.",2007,IEA,NA
60,SWE,Financial support,Transport,Eco Car Subsidy,"Between 1 April 2007 and 31 December 2009, any private individual who buys a new low-emission car for private use will receive an ""eco car subsidy"" of SEK 10,000. For a car to be able to qualify for the subsidy, it must meet certain requirements. The vehicles covered are conventional fuel-efficient cars, cars that run on biofuels and electric cars meeting certain efficiency requirements. After subsidies, a small diesel car with low emissions costs about SEK 100,000, while the largest hybrid models may cost around SEK 250,000. First and foremost, it must be assigned to one of the following environmental classes: - Mk 2005 - Mk 2005 PM (cars run on diesel) - Mk EL - Mk Hybrid For conventional fuel-efficient cars, including hybrids, running on petrol, CO2 emissions may not exceed 120 grams/km during mixed driving. For those that runon diesel, they may not exceed 120 grams/km and particulate matter emissions may not exceed 5 mg/km during mixed driving. For alternative fuel cars, fuel consumption in connection with mixed driving may not exceed 0.92 litres petrol/10 km or 0.97 cubic metres of LPG/10 km (with some exceptions for automatic transmission cars). For electric cars, the consumption of electric energy per 100 km may not exceed 37 kilowatt hours; however, this type of car does not currently exist on the market. The rebate is paid automatically and directly to the purchaser once they have owned the car for six months. The programme has been considered a success, as sales of hybrid or biofuel-powered vehicles rose by 49% in 2007, according to the Swedish Environmental Protection Agency, and ""green"" vehicles made up 18% of the total number of cars sold as of January 2008. In April 2008, a further SEK 240 million were injected into the scheme, as the programmes popularity threatened to overrun the original allotment of SEK 150 million.",2007,IEA,NA
61,PRT,Financial support,Transport,Tax Incentives for Electric Vehicles,"VAT is deductible for the purchaise of electric vehicles with a certain amount of acquisition costs depending on the type of vehicles: pure battery electric vehicles (BEV) < 62,000 EUR; plug-in hybrids vehicles (PHEV) < 50,000 EUR.   In addition, electric vehicles are exempted from the registration tax (Imposta Sobre Vehiculos or ISV): BEVs are fully exempted and PHEVs are exempted up to 75% of the tax if their all -electric range mode goes up to 25km.",2007,IEA,NA
62,NLD,Financial support,Transport,Energy-saving investment credit (EIA): Tax Reduction for Investments in Energy Saving Equipment and Sustainable Energy,"The tax scheme known as EIA (Energy-saving investment credit) aims to save the use of fossil energy by stimulating investment in energy efficient assets and renewable energy technologies. An investment in an asset is eligible for EIA when it is more energy efficient than the standard equipment used and it therefore meets the generic efficiency criteria of EIA. Companies can deduct from the taxable profit 41,5% of investments in equipment related to energy conservation and renewable energy. At a taxation level of 25% for Dutch businesses, the EIA amounts to a net discount of approximately 10% of the investment costs.",2006,IEA,NA
63,BEL,Financial support,Transport,"Transport Planning in Businesses - Wallonia, Flanders & Brussels-Capital","In Wallonia the introduction of transport planning in industry and administration is being prepared.FlandersIn 1992 the Flemish Region started an action programme to promote Company Transportation/ Commuter plans. These plans mainly consist of bus services and carpooling, on the level of the individual company or several neighbouring enterprises. Mainly large companies situated in urban areas participated in this programme on a voluntary basis (about 20 companies during the period 1994-99) and received financial support from the Flemish Region. The Flemish government has created a ""commuterfund"". Companies and non-profit organisations which develop a mobility action plan in order to support a significant modal shift among their employees can get 50% funding of these initiatives from the ""commuterfund"" during the first 4 years. In each Flemish province a mobility desk was created, where companies can get assistance and advice on the development of their commuter plans. In addition, companies pay back at least 56-64.9% of the cost of a public transport season ticket to their employees. If the company decides to pay back 80% of the ticket price, the authorities pay back the remaining 20%. Brussels-CapitalIn 1998, the Brussels-Capital government approved an ordinance concerning the assessment and improvement of air quality. The ordinance contains the following measures in the field of transport and mobility: each private or public body with more than 200 employees per site has to introduce transport planning; for events assembling over 3 000 participants an action plan to promote the use of public transport and of energy efficient and environmentally friendly means of transport must be instigated; regional public bodies and institutes with a car fleet of over 50 vehicles: within five years after the entry into force of the ordinance 20% of these vehicles have to use environmentally friendly technologies. For public transport companies under the authority of Brussels-Capital and with at least 50 vehicles, 5% of the fleet must be environmentally friendly vehicles within a period of five years. Other actions within Brussels-Capital are initiatives to limit access to the city centres, instruments for and study on transport management.",2006,IEA,NA
64,USA,Financial support,Transport,Federal Transit and Railway Programs,"The Department of Transportation has a diverse set of policies for promoting rail and bus transit and for reducing GHG emissions of transit systems. DOT provides grants for a variety of transportation programs including planning, capital, and operations expenditures on high-speed and upgraded rails, buses, and fixed guideway systems, clean fuel buses, and for the retrofitting of diesel buses. In addition to direct expenditures, DOT programs finance research, development, and deployment programs for new transit technologies, promote transit products for international trade, and provide financing for transit alternatives in parks and on tribal lands. They also promote best practices in increasing ridership, provide technical assistance for project design, and recognize the best companies with transit policies.Federal Transit and Railway programs include the Clean Fuels Grant Program, the National Research and Technology Program, The Paul S. Sarbanes Transit in Parks Program, the Transit Capital Investment Grant Program, the New Starts Program, the Transit Cooperative Research Program, the International Public Transportation Program, the Ridership Initiative, the Rural Transit Assistance Program, the Public Transportation on Indian Reservations program, the Congestion Mitigation and Air Quality program, the Urbanized Area Formula Grant Program, the Transportation Planning Capacity Building Program, the Best Workplaces for Commuters program, the Small Starts program, the High-Speed Intercity Passenger Rail program, and the FTA subprogram, ""Core Capacity Improvement Projects"".",2005,IEA,NA
65,SWE,Financial support,Transport,Value of fringe benefits for company cars,"A significant share of the new car sales consists of so-called benefit cars. A benefit car is a company car where the employer offers the employee to use it also for private driving. These cars risk becoming heavier and more fuel consuming than the rest of the vehicle fleet. To counteract this development, the rules have been gradually altered since 1997. Initially the changes aimed at making the employee pay for the fuel used for private driving and thereby increase the incentives for more efficient driving and less consuming cars.In December 2001, the government implemented new legislation with lower benefit value for environmentally friendly cars driven on biofuels in order to stimulate the sale of new cars with these properties. More than a decade later, the same reasoning remains valid, although the rules have been changed several times, including the very definition of environmentally-friendly cars.The benefit value for cars that can be driven by ethanol (E85), natural gas or biogas is lowered by 20 % compared to a similar gasoline driven model. The maximum reduction is SEK 8000 annually. The benefit value for hybrids or electric vehicles can be lowered by 40 % in comparison to corresponding conventional vehicle. The maximum reduction is SEK 16 000 annually. Starting from 2011, the benefit value is set at 60 or 80% of the corresponding non-environmentally friendly vehicle.Starting in 2012, full reduction is only allowed for plug-in hybrids and vehicles running on biogas.For cars driven by LPG, the benefit value can be lowered to the same level of corresponding conventional car.The main incentive for the rules is to choose a car driven by alternative fuels, but also to reduce the distance driven. This is to be reached through a fuel benefit which is estimated as the market value multiplied by 1.2 when driving the car in private.",2002,IEA,NA
66,GBR,Financial support,Transport,Vehicle Excise Duty (VED),"All cars in the UK are subject to an annual tax called the Vehicle Excise Duty (VED). Before 2001, Vehicle Excise Duty (VED) was the same flat rate for all cars. In March 2001, the VED was reformed to incentivise fuel-efficient, low-carbon vehicles and to send a clear environmental signal to motorists that driving less fuel efficient vehicles will be more expensive. Under this scheme, cars registered from March 2001 onwards are placed into VED rate bands according to their CO2 emissions. Within each band, alternatively fuelled cars, including hybrid vehicles, benefit from a small discount of GBP5 to GBP10, while diesel cars with lower carbon dioxide emission rates than similar petrol cars pay a small supplement to compensate for the fact that diesel cars may emit higher levels of particulates and other local air pollutants such as NOx. The excise scheme is revenue-neutral. Further amendments to the scheme were made in Budget 2002, with the introduction of a new low carbon VED rate for cars that emit less than 120 g/km of CO2. This increased the VED differential between the least and most polluting cars to up to GBP100 per year. Under Budget 2002 the rate of VED for cars producing less than 120 g/km CO2 was  £60/year for cars using alternative fuel, GBP70/year for cars using petrol and GBP80/year for cars using diesel. In 2006, the bands ranged from A to G, classified as follows in CO2 emissions in g/km: A: 0-100; B: 101-120; C: 121-150; D: 151-165; E: 166-185; F: 186 and over (cars registered before 23 March 2006); G: 226 and over (cars registered before 23 March 2006). That same year the government further reduced the VED for the lowest emission cars to zero. In addition, it increased VED for the most polluting cars (graduated VED band G) to GBP 300 from 2007 and to GBP 400 from 2008. VED for band B cars was reduced to GBP 35 per year, while increasing by GBP 5 for all other bands from C to F in 2008. The government also issued new motorcycle VED rates and reformed the company car tax and fuel scale charges for fuel provided for private use. Additionally, a new system of lorry VED came into effect from 1 December 2001. This system was designed to reduce the total burden that lorry VED imposes on the haulage industry, while at the same time improving the environmental signals that haulers face by encouraging the use of lorries that cause less road damage and pollution. Additionally, heavy goods vehicles fitted with certain emission reduction technologies, e.g. particulate traps, or converted to natural gas, have for some time benefited from lower VED rates under the Reduced Pollution Certificate scheme. In 2006, the government developed proposals for lorry road user charging. Announced in 2008, a major overhaul of the VED system took effect in 2009, with the seven bands being expanded to 13 (see separate entry).",2001,IEA,NA
67,ESP,Financial support,Transport,Financial support for Air Europa,"The Council of Ministers gave authorization to the Management Council of the Fund to Support the Solvency of Strategic Companies to approve the temporary public support  requested by Air Europa Holding, S.L.U, Air Europa Líneas Aéreas, S.A.U, and Aeronova, S.L.U due to the COVID-19 pandemic.  The total amount of aid is 475 million euros, where 240 million will be given in the form of participative loan and 235 million will be given in ordinary loan. The beneficieries have a maximum of 6 years to pay back the loan received. Interest rates regarding the participative loan can be seen in the Temporary Framework of the European Union and the agreement of the Council of Ministers on July 21 2020. This fund was approved by the Government in July 2020, to provide temporary support for non-financial companies affected by the COVID-19 pandemic that are essential for the national and regional productivity level in Spain.",2020,IEA,NA
68,USA,Financial support,Transport,Tax credits for clean-fuel burning vehicles and refueling property,"A tax credit is available for the purchase of a new qualified PEV that draws propulsion using a traction battery that has at least five kilowatt-hours (kWh) of capacity, uses an external source of energy to recharge the battery, has a gross vehicle weight rating of up to 14,000 pounds, and meets specified emission standards. The minimum credit amount is $2,500, and the credit may be up to $7,500, based on each vehicle's traction battery capacity and the gross vehicle weight rating. The credit will begin to be phased out for each manufacturer in the second quarter following the calendar quarter in which a minimum of 200,000 qualified PEVs have been sold by that manufacturer for use in the United States. This tax credit applies to vehicles acquired after December 31, 2009.",2006,IEA,NA
69,NOR,Financial support,Transport,50% Reduction on Company Car Tax for EVs,NA,2000,CPD,101
70,USA,Financial support,Transport,Advanced Lean Burn Vehicle Tax Credit,NA,2006,CPD,NA
71,ESP,Financial support,Transport,MOVELE Plan (2011-2014) - Purchase Subsidies ESP Light-Duty Vehicle,"National subsidy up to 5.500€ (light vehicles). 2011 MOVELE PLAN (RD 648/2011) All-electric range: 5 km – 40 km: up to €2,000; 40 km – 40 km: up to €4,000; > 90 km: up to €6,000. (*) 25% of prices before taxes (with battery), 35% of prices before taxes (without battery) IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",2011,CPD,NA
72,DNK,Financial support,Transport,Electricity Tax Rebate,"Consumers that charge their vehicles at home receive a tax rebate of DKK 0.94/kWh (USD 0.14/kWh), cutting electricity costs almost in half (valid until 2020). IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",2015,CPD,NA
73,DNK,Financial support,Transport,Reduction in vehicle registration tax for EVs,"Provided in the form of a DKK 10,000 (about EUR 1,300) reduction in vehicle registration tax for purchases of electric vehicles. Will be granted until the end of 2019. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",2017,CPD,8
74,JPN,Financial support,Transport,Eco-Car Tax Break and Subsidies for Vehicles,"The effectiveness of the standards is enhanced by financial incentives—such as progressive taxes levied on the vehicle weight and engine displacement. Early compliance of this sort is rewarded through tax breaks for vehicles exceeding their targets ahead of schedule.
 In addition to the tax-break program, Japan also has a subsidy program. In its fiscal year 2016 the budget will be ¥15 billion for the subsidy program, down from ¥20 billion in fiscal year 2015. Currently, subsidies for clean diesel vehicles stand at up to ¥160,000 per unit.",2009,CPD,NA
75,JPN,Financial support,Transport,EVs Purchase Subsidy,"850,000 yen maximum purchase subsidy, depending on electric range of EVs (""the more battery capacity for longer driving ranges, the more subsidies""). E.g. Nissan LEAF with 30kWh batteries: 330,000 yen. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",2009,CPD,NA
76,JPN,Financial support,Transport,Exemption of Automobile Acquisition Tax,"EVs, PHVs, CDVs and FCVs are exempt from paying “automobile acquisition tax” (local tax: registered vehicles: 3 %; light motor vehicles: 2 %) IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",2009,CPD,NA
