"Policy ID","Country ISO","Policy name","Policy Title",Jurisdiction,"Supranational region",Country,"Subnational region or state","City or local","Type of policy instrument","Sector name","Policy description","Policy type","Policy stringency","Implementation state","Date of decision","Start date of implementation","End date of implementation","High impact","Policy objective","Source or references","Last update","Impact indicators: comments","Impact indicators: name","Impact indicators: value","Impact indicators: base year","Impact indicators: target year"
211004788,DZA,"Regulatory Order fixing the guaranteed purchase price and the conditions of their application for electricity generated from facilities using photovoltaic segment. Algeria (2014)","Regulatory Order fixing the guaranteed purchase price and the conditions of their application for electricity generated from facilities using photovoltaic segment.",Country,,Algeria,,,"Fiscal or financial incentives, Feed-in tariffs or premiums","Electricity and heat, Renewables",Executive,Renewables,,"In force",2014,,,,Mitigation,https://www.climate-laws.org/geographies/algeria/policies/regulatory-order-fixing-the-guaranteed-purchase-price-and-the-conditions-of-their-application-for-electricity-generated-from-facilities-using-photovoltaic-segment,,,,,,
211001554,JPN,"Introduction of Solar Power in Government Office Buildings Japan (2001)","Introduction of Solar Power in Government Office Buildings",Country,,Japan,,,"Direct investment","Electricity and heat, Renewables",,Renewables,,Superseded,2001,,,Unknown,Mitigation,http://www.mlit.go.jp/hakusyo/mlit/h13/html/D0241320.html,,,,,,
211004916,TZA,"Small Power Producers (SPP) Framework Tanzania (2009)","Small Power Producers (SPP) Framework",Country,,"Tanzania, United Republic of",,,"Grid access and priority for renewables, Feed-in tariffs or premiums","Electricity and heat, Renewables","The Small Power Producers (SPP) framework created an enabling environment for private project developments of projects up to 10MW in 2008, through standardised power purchase agreements. (For details, see reference below.)","Energy efficiency, Renewables",,"In force",2009,,,Unknown,Mitigation,"https://www.iea.org/policies/6005-small-power-producers-spp-framework?country=United%20Republic%20Of%20Tanzania&qs=tanza
http://www.cambioclimatico.gub.uy/index.php/documentos/marco-legal.html",,,,,,
211105441,THA,"Alternative Energy Development Plan and Power Development Plan Thailand (2018)","Alternative Energy Development Plan and Power Development Plan",Country,,Thailand,,,"Policy support, Strategic planning, Target, Renewable energy target, Energy efficiency target","Electricity and heat, Renewables","The 2018 revised version of Thailand's Alternative Energy Development Plan and Power Development Plan includes updated 2037 targets for the energy sector:
-Increase of renewable energy shares to 30% of total energy consumption: 20% of power generation (plus additional 9% from imported hydro)
-Increase of renewable energy shares to 35% of heat generation
-Increase of renewable energy shares to 35% of transport fuels
-Reduction in coal-fired power generation (23% to 12%)
-Increase in gas-fired power generation (37% to 53%)
-overall demand reduction of 6% in comparison to 2018","Energy efficiency, Renewables",,"In force",2018,,2037,,Mitigation,https://www.nationthailand.com/in-focus/30360098,01/10/2021,,,,,
211001555,KOR,"Introduction of a Domestic Emissions Trading Scheme Republic of Korea (2002)","Introduction of a Domestic Emissions Trading Scheme",Country,,"Republic of Korea",,,"Market-based instruments","General, Electricity and heat, Industry, Transport, Agriculture and forestry",,"Energy service demand reduction and resource efficiency, Renewables, Energy efficiency, Other low-carbon technologies and fuel switch, Non-energy use",,Superseded,2002,,,Unknown,Mitigation,,,,,,,
211003357,THA,"Emissions Trading Scheme Thailand (2012)","Emissions Trading Scheme",Country,,Thailand,,,"Market-based instruments","Electricity and heat, Industry, Agriculture and forestry",,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,"Under review",2012,,,Unknown,Mitigation,https://www.thepmr.org/country/thailand-0,,,,,,
211002479,DEU,"Renewable Energies Heat Act (EEWÃ¤rmeG) Germany (2008)","Renewable Energies Heat Act (EEWÃ¤rmeG)",Country,,Germany,,,"Fiscal or financial incentives, Obligation schemes","Electricity and heat, Renewables",Legislative,Renewables,,"In force",2008,,,Unknown,Mitigation,http://www.lse.ac.uk/GranthamInstitute/law/renewable-energies-heat-act-eewarmeg/,,,,,,
211004478,MAR,"National Energy Strategy Morocco (2009)","National Energy Strategy",Country,,Morocco,,,"Policy support, Strategic planning","Electricity and heat","The objective of the National Energy Strategy is to ensure a safe and reliable access to electricity, to improve the competitiveness of the Moroccan energy sector, and to enhance sustainable development, particularly at the regional levels.
The strategy considers coal as the most reliable and competitive source of electricity available for the country. It provides for the opening or extension of several coal powerplants in Safi and Jorf (planned for 2013, 2014 and 2015). It also foresees oil as a key supply in its energy mix and for its economic development, and plans to expand hydrocarbon exploration activities as a consequence.
The strategy also seeks to foster the use of renewable energy, primarily through the development of wind and solar energy. The development of renewables aims to reduce the use of fossil fuels by 2.6 Mtoe/year and to create 25,000 jobs by 2030.
The strategy considers the improvement of energy efficiency as a priority, especially in the buildings and transport sector.
In French: Stratégie énergétique nationale du Maroc.","Energy efficiency, Renewables",,"In force",2009,,,Unknown,"Mitigation, Energy access, Economic development",http://documents1.worldbank.org/curated/en/964331541085444404/pdf/Morocco-Energy-Policy-MRV.pdf,,,,,,
211002756,IND,"Strategic Plan for New and Renewable Energy India (2011)","Strategic Plan for New and Renewable Energy",Country,,India,,,"Strategic planning","Electricity and heat, Renewables",,"Renewables, Other low-carbon technologies and fuel switch",,Ended,2011,2011,2017,Unknown,Mitigation,https://www.ctc-n.org/sites/d8uat.ctc-n.org/files/resources/strategic_plan_mnre_2011_17.pdf,,,,,,
211000623,FRA,"Decree Establishing the List and Characteristics of Certain Electricity Production Plants Regarding their Eligibility to the Feed-in tariff or the Compensation Mechanism France (2016)","Decree Establishing the List and Characteristics of Certain Electricity Production Plants Regarding their Eligibility to the Feed-in tariff or the Compensation Mechanism",Country,,France,,,"Feed-in tariffs or premiums","Electricity and heat, Renewables","Decree No. 2016-691: The European State Aid Guidelines require that renewable energy be progressively exposed to market competition. Within this context, the Act on Energy Transition for Green Growth from 17 August 2015 introduced a thorough reshaping of the existing support schemes for renewable energies. In order to still promote small installations and non-mature energies, the Decree announces that such technologies can still benefit from feed-in tariffs and compensation mechanisms, while establishing, among others, the characteristics of renewable energy installations eligible.",Renewables,4,"In force",2016,,,Unknown,Mitigation,"http://www.res-legal.eu/search-by-country/france/sources/t/source/src/arrete-du-27-janvier-2011-biomasse/
http://www.res-legal.eu/search-by-country/france/single/s/res-e/t/promotion/aid/feed-in-tariff-tarif-dachat/lastp/131/",,,,,,
211003448,CZE,"Act No. 458/2000 Coll., on the Conditions for operating business and on performance of state administration in energy sectors (the Energy Act) Czech Republic (2000)","Act No. 458/2000 Coll., on the Conditions for operating business and on performance of state administration in energy sectors (the Energy Act)",Country,,Czechia,,,"Grid access and priority for renewables, Regulatory Instruments","Electricity and heat, Renewables",Legislative,Renewables,,"In force",2000,,,,Mitigation,https://www.mpo.cz/en/energy/energy-legislation/cr-legislation/gas-industry-legislation--14080/,,,,,,
211002875,KOR,"The First National Energy Master Plan 2008-2030 Republic of Korea (2009)","The First National Energy Master Plan 2008-2030",Country,,"Republic of Korea",,,"Policy support, Strategic planning, Renewable energy target, Regulatory Instruments, Political & non-binding energy efficiency target, Political & non-binding renewable energy target","General, Transport, Buildings, Electricity and heat, Renewables, Industry","The plan sets various energy targets: to reduce final energy consumption by 13% below BAU level by 2035, and to achieve 11% of renewable energy in total energy consumption by 2030 with an interim target of 6% by 2020.
Amended in 2014","Energy efficiency, Renewables",,Superseded,2009,,2014,Unknown,"Mitigation, Energy security",https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwjZ5IfIlZHtAhWC2aQKHXpxDiIQFjABegQIAxAC&url=https%3A%2F%2Fwww.motie.go.kr%2Fcommon%2Fdownload.do%3Ffid%3Dbbs%26bbs_cd_n%3D72%26bbs_seq_n%3D209286%26file_seq_n%3D2&usg=AOvVaw1-NUBtnbdxqLHEMAUa7xYR,,,,,,
211003434,CZE,"Act No. 165/2012 Coll. on supported energy sources and on amendment to some laws Czech Republic (2012)","Act No. 165/2012 Coll. on supported energy sources and on amendment to some laws",Country,,Czechia,,,"Grid access and priority for renewables, Regulatory Instruments, Feed-in tariffs or premiums","Electricity and heat, Renewables",Legislative,Renewables,,"In force",2012,,,,Mitigation,https://www.eru.cz/documents/10540/473304/165_2012_AJ.pdf/5e2856ee-dbb6-4e0f-891a-ef771f5511cf,,,,,,
211002050,ARG,"National Strategic Plan for Wind Energy Argentina (2005)","National Strategic Plan for Wind Energy",Country,,Argentina,,,"Infrastructure investments, Fiscal or financial incentives, Grants and subsidies, Strategic planning, Renewable energy target","Electricity and heat, Renewables","Installing 300MW wind energy capacity over a period of 3 years.",Renewables,,Ended,2005,,2008,Unknown,Mitigation,http://www.eeolica.com.ar,,,,,,
211000934,EUE,"Energy Infrastructure Policy Package European Union (27) (2001)","Energy Infrastructure Policy Package",Country,,"European Union",,,"Policy support, Regulatory Instruments","Electricity and heat",,"Energy efficiency, Renewables, Other low-carbon technologies and fuel switch",,Planned,2001,,,Unknown,Mitigation,https://www.e-control.at/en/marktteilnehmer/gas/infrastrukturplanung/eu-energie-infrastruktur-paket,,,,,,
211003617,URY,"Decree 367/010 on Feed-in tariff for Biomass Uruguay (2010)","Decree 367/010 on Feed-in tariff for Biomass",Country,,Uruguay,,,"Feed-in tariffs or premiums, Strategic planning","Electricity and heat, Renewables","The Decree exhorts UTE (national electricity utility) to execute contracts with private companies to acquire biomass energy under certain conditions, without having to issue a public bid. Some of those conditions are: the biomass plant shall generate no more than 20 MW; UTE shall be the exclusive acquirer; the contract's term must not be longer than 20 years; the companies shall be exonerated from payments of fees from the use of distribution grid and transmission grid. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Renewables,,Ended,2010,,,Unknown,Mitigation,https://www.iea.org/policies/5275-feed-in-tariff-for-biomass?country=Uruguay&qs=urugu,,,,,,
211000847,GBR,"Energy Act United Kingdom (2008)","Energy Act",Country,,"United Kingdom",,,"Feed-in tariffs or premiums","Electricity and heat, Renewables",Legislative,Renewables,,"In force",2008,,,Unknown,Mitigation,http://www.lse.ac.uk/GranthamInstitute/law/energy-act-2008/,,,,,,
211002363,MEX,"Public Policy for the Promotion of Distributed Generation Mexico (2018)","Public Policy for the Promotion of Distributed Generation",Country,,Mexico,,,"Policy support, Strategic planning","Electricity and heat, Renewables","The objective is to promote and regulate the development of distributed generation systems in Mexico, with a special focus on clean and renewable energy. It consists of a set of short, medium and long-term measures.
La política pública para la generación distribuida en México tiene por objeto la promoción y la regulación del desarollo de la generación distribuida en México.","Renewables, Other low-carbon technologies and fuel switch",,"In force",2018,2018,,Unknown,"Mitigation, Energy access","https://www.gob.mx/sener/documentos/politica-publica-para-promover-la-generacion-distribuida-en-mexico
https://www.gob.mx/cms/uploads/attachment/file/411515/Politica_Publica_Generaci_n_Distribuida_en_M_xico.pdf",,,,,,
211003322,IND,"Removal of mandatory requirement of coal washing India (2020)","Removal of mandatory requirement of coal washing",Country,,India,,,"Sectoral standards, Regulatory Instruments","Electricity and heat, Coal","Use of coal by Thermal Power Plants, without stipulations as regards ash content or distance, shall be permitted","Energy service demand reduction and resource efficiency",,"In force",2020,,,Unknown,"Economic development",http://egazette.nic.in/WriteReadData/2020/219495.pdf,,,,,,
211002273,FRA,"Planned Energy Efficiency Certificates France (2004)","Planned Energy Efficiency Certificates",Country,,France,,,"Regulatory Instruments, White certificates","Electricity and heat",,"Energy efficiency",,Superseded,2004,,,Unknown,Mitigation,https://www.iea.org/policies/1901-planned-energy-efficiency-certificates?country=France&page=3&qs=france,,,,,,
220205744,RUS,"Draft Energy Efficiency Action Plan Russian Federation (2021)","Draft Energy Efficiency Action Plan",Country,,"Russian Federation",,,"Policy support, Strategic planning","Electricity and heat, Buildings, Industry","This draft policy includes targets for improving the existing housing stock, energy standards for new buildings, and slight to moderate improvements in the efficiency of cast iron and cement production","Energy efficiency",,Draft,2021,,,,Mitigation,https://climateactiontracker.org/countries/russian-federation/policies-action/,01/01/2022,,,,,
220105681,MAR,"Law 58-15 on Net-Metering Morocco (2015)","Law 58-15 on Net-Metering",Country,,Morocco,,,"Barrier removal, Net metering","Electricity and heat, Renewables","This law allows private producers (or self-producers) to sell up to 20% of their production back into the network",Renewables,,"In force",2015,,,,Mitigation,https://www.iea.org/policies/5976-morocco-net-metering-legislation-law-n058-15?country=Morocco&qs=morocco,01/12/2021,,,,,
211003130,USA,"Woody Biomass Utilization Grants Program United States of America (2003)","Woody Biomass Utilization Grants Program",Country,,"United States of America",,,"Information provision, Voluntary approaches, Grants and subsidies","Electricity and heat, Renewables",,Renewables,,Ended,2003,,,Unknown,Mitigation,https://www.fs.usda.gov/Internet/FSE_DOCUMENTS/fsbdev2_028768.pdf,,,,,,
211000113,CHN,"Action Plan for Upgrading of Coal Power Energy Conservation and Emission Reduction Released China (2014)","Action Plan for Upgrading of Coal Power Energy Conservation and Emission Reduction Released",Country,,China,,,"Sectoral standards, Target","Electricity and heat, Coal","""According to the Plan, the average net coal consumption rate of newly built coal-fired generating units nationwide will be less than 300g of standard coal per kilowatt hour (""g/kwh""); by 2020, the average net coal consumption rate of coal-fired generating units in services upon the upgrading will have been less than 310g/kwh, of which the average net coal consumption rate of units in services at 0.6 million kilowatts or above (except for air cooling units) will have been less than 300g/kwh. Subject to the implementation of more stringent energy efficient and environmental protection standards, efforts will be made to cut the share of coal in primary energy consumption to be within 62% and meanwhile increase the share of coal used for power generation in coal consumption to 60% or above."" (https://hk.lexiscn.com/latest_message.php?id=164721)
""In an earlier action plan released by the Ministry of Industry and Information Technology, China aimed to cut coal consumption by over 80 million tonnes by 2017 and more than 160 million tonnes by 2020."" (http://en.sxcoal.com/117736/NewsShow.html)
""As for expediting transformation and upgrading of existing units, the Action Plan proposes to phase out outmoded capacity deeply and strive to more than 10 million kW of outmoded power units before 2020. Implement comprehensive energy conservation transformation and strive to complete transformation of 150 million kW of unit capacity before 2015 and 350 million kW during ""the 13th Five-Year Plan"". (http://www.cecep.cn/g3621/s12528/t37687.aspx)","Energy efficiency, Other low-carbon technologies and fuel switch",,Ended,2014,2015,2020,High,"Mitigation, Air pollution","https://hk.lexiscn.com/latest_message.php?id=164721
http://en.sxcoal.com/117736/NewsShow.html
http://www.cecep.cn/g3621/s12528/t37687.aspx",,"New coal power plant efficiency standards (%)","Energy efficiency improvement target (%)",41,,2020
211003619,VEN,"Decree 6694 (VAT exemption for imported renewable electricity equipment) Venezuela (2009)","Decree 6694 (VAT exemption for imported renewable electricity equipment)",Country,,"Venezuela, Bolivarian Republic of",,,"Tax relief","Electricity and heat, Renewables","Decree 6994 of 2009 ""provided VAT exemption for imported renewable electricity equipment for five years.""
(Source: http://www.irena.org/DocumentDownloads/Publications/IRENA_RE_Latin_America_Policies_2015_Country_Venezuela.pdf)",Renewables,,Ended,2009,2009,2014,,Mitigation,http://www.irena.org/DocumentDownloads/Publications/IRENA_RE_Latin_America_Policies_2015_Country_Venezuela.pdf,,,,,,
211003735,BGR,"Energy Act Bulgaria (2013)","Energy Act",Country,,Bulgaria,,,"Grid access and priority for renewables, Strategic planning","Electricity and heat, Renewables","The act regulates the grid connection of plants, the generation and transmission of electricity and its pricing. It also regulates the access of electricity from renewable sources to the grid and contains provisions for the support of electricity from renewable sources. It stipulates that the costs of feed-in tariff schemes are borne by the electricity consumers. The grid operator is not obliged to connect a renewable energy plant if he can prove that grid capacity is insufficient or that the security of supply is at risk. The grid operators are obliged to grant access only if the annual grid capacity limits have not yet been reached. These capacity limits are set annually by the regulatory authority with a relation to a fulfilment of NREAP. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Renewables,,"In force",2013,,,Unknown,Mitigation,"https://www.iea.org/policies/5426-energy-act?country=Bulgaria&qs=bulgaria
http://www.res-legal.eu/search-by-country/bulgaria/single/s/res-e/t/promotion/aid/premium-tariff-compensation-contracts/lastp/111/",,,,,,
211001129,USA,"Federal Buildings: Energy efficiency Management United States of America (1999)","Federal Buildings: Energy efficiency Management",Country,,"United States of America",,,"Other mandatory requirements, Energy efficiency target","Electricity and heat","35% percent below 1985 levels by 2010 in its buildings and by 25% (relative to 1990) in its laboratories.","Energy efficiency",,Superseded,1999,1999,2007,Unknown,Mitigation,http://www.eere.energy.gov/femp/pdfs/eo13123.pdf,,,,,,
211105353,ARG,"Resolutions SEE 021/2016 and SEE 287/2017 on thermal capacity auctions Argentina (2016)","Resolutions SEE 021/2016 and SEE 287/2017 on thermal capacity auctions",Country,,Argentina,,,"Economic instruments, Fiscal or financial incentives, Tendering schemes","Electricity and heat, Gas, Oil","""As response to the emergency status of the electricity sector declared in 2015, the government organised two tenders for thermal generation (combined cycle turbines and cogeneration plants), although no distinct policy programme like the RenovAr for renewables has been established. In the first thermal tender, under Resolution SEE 021/2016 (Secretaría de Energía Eléctrica Argentina, 2016), the Ministry of Energy3 contracted 29 thermal electricity projects adding up a total capacity of 3.1 GW. In the second thermal tender, under Resolution SEE 287/2017 (Secretaría de Energía Eléctrica Argentina, 2017), the ministry selected nine additional thermal generation projects that sum a total capacity of 1.3 GW from combined cycle and cogeneration plants (Gubinelli, 2017)."" CAT Scaling Up Argentina 2019",Unknown,,Ended,2016,,,,"Economic development",https://climateactiontracker.org/documents/540/CAT_2019-09-05_ScalingUp_ARGENTINA_FullReport_ENG.pdf,01/10/2021,,,,,
211003786,GTM,"Energy Policy 2013-2027 Guatemala (2013)","Energy Policy 2013-2027",Country,,Guatemala,,,"Target, Energy efficiency target, Political & non-binding energy efficiency target, Renewable energy target, Political & non-binding renewable energy target","Electricity and heat, Renewables, General","Executive
The National Energy Plan defines the promotion of renewable energy resources as one of its guiding principles. It establishes important guidelines to prioritize actions for sustainable development. The plan aims to promote the use of clean and environmentally friendly energy for domestic consumption without losing sight of energy security and the need for supplying electricity at competitive prices.
Electricity: The plan sets the long term targets of:
Reaching 80% of electricity generation from renewable energy resources.
Installing 500 MW of renewable capacity.
Building 1500 km of transmission lines to integrate renewable energy.
Heating and Cooling: The plan sets long term targets of:
Installing 100,000 energy efficient wood stoves, reducing the use of firewood in the industrial sector by 15%.
Substituting the use of firewood at the domestic level by up to a 25% using other fuel sources. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]","Energy service demand reduction and resource efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use, Energy efficiency",,"In force",2013,,,Unknown,"Mitigation, Energy security, Energy access",http://www.lse.ac.uk/GranthamInstitute/legislation/countries/guatemala/,,"{{{Comments}}}, Share of renewable in electricity production, In the industry and commercial sectors","Energy efficiency improvement target (%), Capacity of renewables (MW), Share of renewables (%)","25, 500, 80","2013, ,","2027, 2027, 2027"
211003376,THA,"Small and Very Small Power Purchase Agreements Thailand (1994)","Small and Very Small Power Purchase Agreements",Country,,Thailand,,,"Regulatory Instruments, Other mandatory requirements","Electricity and heat, Renewables",,Renewables,,"In force",1994,,,Unknown,Mitigation,http://www.egat.co.th/en/,,,,,,
211004550,FIN,"National Renewable Action Plan (NREAP) Finland 2014 Finland (2010)","National Renewable Energy Action Plan (NREAP)",Country,,Finland,,,"Target, Renewable energy target, Formal & legally binding renewable energy target","Electricity and heat, Renewables, General","38% share of renewables in the total gross final consumption of energy in 2020.","Renewables, Unknown",,Ended,2010,,2020,Unknown,Mitigation,https://ec.europa.eu/energy/en/topics/renewable-energy/national-action-plans,,,,,,
211003339,USA,"Presidential Executive Order on Promoting Energy Independence and Economic Growth United States of America (2017)","Presidential Executive Order on Promoting Energy Independence and Economic Growth",Country,,"United States of America",,,"Strategic planning, Regulatory Instruments","Electricity and heat, Oil, Gas","This Executive Order promotes the exploration and production of fossil fuels on domestic lands by removing or modifying current regulations, including reviewing the Clean Power Plan implemented by the previous administration and other agency rules, removing the moratorium on leasing federal lands for coal, and streamlining the approval process for oil and gas production, including the use hydraulic fracturing (fracking) and similar techniques.
This executive order was reversed by the Biden administration in 2021.","Energy service demand reduction and resource efficiency",,Ended,2017,,,Unknown,"Economic development",https://www.whitehouse.gov/presidential-actions/presidential-executive-order-promoting-energy-independence-economic-growth/,,,,,,
211000820,BRA,"Emission standards for industrial stationary sources Brazil (2006)","Emission standards for industrial stationary sources",Country,,Brazil,,,"Sectoral standards, Industrial air pollution standards","Electricity and heat, Gas, Oil, Renewables, Industry","""Emission standards for industrial stationary sources are given in CONAMA Resolution No. 382 of 26 December 2006 (available, in Portuguese, at http://www.mma.gov.br/port/conama/legiabre.cfm?codlegi=520), and in CONAMA Resolution No. 436 of 22 December 2011 for industrial stationary sources that were installed or had applied for a license before 2 January 2007 (available, in Portuguese, at http://www.mma.gov.br/port/conama/legiabre.cfm?codlegi=660). These two industrial resolutions include limits for air pollutants from boilers burning fuel oil, natural gas and biomass, but not for coal."" (http://www.iea-coal.org.uk/documents/82536/9645/Brazil)","Non-energy use",,"In force",2006,,,Unknown,"Air pollution","http://www.iea-coal.org.uk/documents/82536/9645/Brazil
http://www.mma.gov.br/port/conama/legiabre.cfm?codlegi=660
http://www.mma.gov.br/port/conama/legiabre.cfm?codlegi=520",,,,,,
211004654,NGA,"Nigeria Vision 2020 Nigeria (2010)","Vision 2020",Country,,Nigeria,,,"Renewable energy target, Political & non-binding renewable energy target","Electricity and heat, Renewables, Agriculture and forestry, Forestry","Executive. Share of Hydropower: 25% until 2013. Wind energy capacity: 10MW by 2013. Solar energy capacity: 10MW by 2013. Biomass power generation capacity to 1,000MW. Increase forest cover from 6% to 10%. Reduce losses and impacts due to floods and droughts by 10% by 2013.","Renewables, Non-energy use, Energy service demand reduction and resource efficiency, Energy efficiency, Other low-carbon technologies and fuel switch",,Ended,2010,,2013,Unknown,Mitigation,http://www.nationalplanning.gov.ng/images/docs/NationalPlans/nigeria-vision-20-20-20.pdf,,"hydropower sector, wind power, solar, biomass","Share of renewables (%), Capacity of renewables (MW)","25, 30",",","2013, 2013"
211002716,MEX,"Special Programme for the Use of Renewable Energy 2008-2012 Mexico (2009)","Special Programme for the Use of Renewable Energy 2008-2012",Country,,Mexico,,,"Codes and standards, Information provision, Advice or aid in implementation, Tax relief, Grants and subsidies, Loans, Strategic planning, Infrastructure investments, Regulatory Instruments","Electricity and heat, Renewables","Implements the 2008 Renewable Energy Development and Financing for Energy Transition Law.",Renewables,,Ended,2009,2009,2012,Unknown,Mitigation,https://www.iea.org/policies/4945-special-programme-for-the-use-of-renewable-energy-2008-2012?country=India%2CMexico&page=3&topic=Renewable%20Energy,,,,,,
211001418,FRA,"Heat Fund (Fonds Chaleur) France (2009)","Heat Fund (Fonds Chaleur)",Country,,France,,,"Grants and subsidies","Agriculture and forestry, Electricity and heat, Industry","The French government has created a Heat Fund in order to support the production of heat through renewable energy (implementation of measures decided under Grenelle I). In 2018, the budget is estimated at € 540 million. This scheme only focuses on the national call for tenders for large biomass plants with a heat production over 1,000 toe per year.",Renewables,2,"In force",2009,,,Unknown,Mitigation,"http://www.res-legal.eu/search-by-country/france/single/s/res-hc/t/promotion/aid/subsidy-fonds-chaleur/lastp/131/
http://www.ademe.fr/expertises/energies-renouvelables-reseaux-stockage/passer-a-laction/produire-chaleur/fonds-chaleur-bref",,,,,,
211002038,ITA,"National Renewable Energy Action Plan (NREAP) Italy (2010)","National Renewable Energy Action Plan (NREAP)",Country,,Italy,,,"Strategic planning, Target, Renewable energy target, Formal & legally binding renewable energy target","Electricity and heat, Transport, Renewables, General","Under the EU Directive 2009/28/EC member countries of the European Union are obliged to draft and submit to the European Commission National Renewable Action Plans (NREAPs) outlining pathway which will allow them to meet their 2020 renewable energy, energy efficiency and GHG cuts targets.
Italy 2020 renewable energy targets:
Overall target: 17% of share of energy generated from renewable sources in gross final energy consumption;
Heating and cooling: 17% of heat consumption met by renewable sources;
Electricity: 26% of electricity demand met by electricity generated from renewable energy sources;
Transport: 10% of energy demand met by renewable energy sources. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Renewables,,Ended,2010,,2020,Unknown,Mitigation,http://ec.europa.eu/energy/renewables/action_plan_en.htm,,"Share of renewable in gross final consumption","Share of renewables (%)",17,,2020
211000256,DEU,"Bio-Energy Ordinance under the Renewable Energy Act Germany (2001)","Bio-Energy Ordinance under the Renewable Energy Act",Country,,Germany,,,"Regulatory Instruments, Product standards","Electricity and heat, Industry",,Renewables,,"In force",2001,,,Unknown,Mitigation,"https://web.archive.org/web/20160921012408/
http://www.bmub.bund.de/fileadmin/bmu-import/files/pdfs/allgemein/application/pdf/res-act.pdf",,,,,,
211000849,GBR,"Energy Act United Kingdom (2011)","Energy Act",Country,,"United Kingdom",,,"Fiscal or financial incentives, Regulatory Instruments","Buildings, Electricity and heat, CCS, Renewables",Legislative,"Energy efficiency, Renewables",,Superseded,2011,,,Unknown,Mitigation,http://www.lse.ac.uk/GranthamInstitute/law/energy-act-2011/,,,,,,
211002369,USA,"Public Utility Regulatory Policies Act (PURPA) United States of America (1978)","Public Utility Regulatory Policies Act (PURPA)",Country,,"United States of America",,,"Economic instruments, Market-based instruments","Electricity and heat",,"Energy efficiency",,"In force",1978,,,Unknown,Mitigation,http://www.oe.energy.gov/purpa.htm,,,,,,
211000802,FRA,"Electricity Law France (2000)","Electricity Law",Country,,France,,,"Regulatory Instruments, Other mandatory requirements, Feed-in tariffs or premiums","Electricity and heat",,Renewables,,"In force",2000,,,Unknown,Mitigation,https://www.iea.org/policies/3942-electricity-law-2000?country=France&page=4&qs=france,,,,,,
211004856,ESP,"Royal Decree 1028/2007 on Regulating Offshore Wind Power Spain (2007)","Royal Decree 1028/2007 on Regulating Offshore Wind Power",Country,,Spain,,,"Codes and standards","Electricity and heat, Renewables","Royal Decree 1028/2007 establishes the administrative procedures for processing permit applications for electricity generation facilities in Spains territorial waters. For offshore wind farms, this rule requires a minimum installed capacity of over 50 MW and establishes a system of competing bids. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Renewables,,"In force",2007,,,Unknown,Mitigation,https://www.iea.org/policies/4686-offshore-wind-power-regulations?country=Spain&page=5&qs=spain,,,,,,
220205835,DEU,"Development and Resilience Plan (DARP) Germany (2021)","Development and Resilience Plan (DARP)",Country,,Germany,,,"Fiscal or financial incentives, Grants and subsidies","Industry, Electricity and heat, Transport","This program is part of the german fiscal response package to the COVID-19 pandemic, and it sets out a framework to allocate EU funding from the Next Generation EU fund. It includes funds dedicated towards decarbonization of the energy sector, sustainable mobility, and climate-friendly sanitation and construction","Energy efficiency, Energy service demand reduction and resource efficiency, Other low-carbon technologies and fuel switch, Renewables",,"In force",2021,,,,Mitigation,https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Europa/DARP/deutscher-aufbau-und-resilienzplan.html,01/01/2022,,,,,
211003308,EUE,"Directive on Common Rules for the Internal Market for Electricity and Regulation on the Internal Market for Electricity European Union (27) (2019)","Directive on Common Rules for the Internal Market for Electricity and Regulation on the Internal Market for Electricity",Country,,"European Union",,,"Fiscal or financial incentives","Electricity and heat","(EU) 2019/944 and (EU) 2019/943
Part of the ""Clean Energy for All European Package."" ""The Directive on common rules for the internal market for electricity (EU) 2019/944, which replaces Electricity Directive (2009/72/EC), and the new Regulation on the internal market for electricity (EU) 2019/943, which replaces the Electricity Regulation (EC/714/2009) on January 1 2020, introduce a new limit for powerplants eligible to receive subsidies as capacity mechanisms (confirming the phasing out of subsidies to generation capacity emitting 550gr CO2/kWh or more)."" (See reference below.)",Renewables,,"In force",2019,,,High,Mitigation,https://ec.europa.eu/energy/topics/markets-and-consumers/market-legislation/electricity-market-design_en,,,,,,
